ID_REF	GSM918942	GSM918943	GSM918944	GSM918945	GSM918946	GSM918947	GSM918948	GSM918949
286	0	0	0	0	0	0	0	0
287	0.007537952	0.00698869	0.007256067	0.010596664	0.006287219	0.003942383	0.005127941	0.006594141
288	0.007710635	0.005427132	0.008080613	0.005776819	0.003761836	0.003113364	0.00344649	0.00570799
289	0.000518812	0.007428011	0.006482412	0.004663491	0.001189168	0.002058692	0.000734649	0.00219341
290	6.87256E-07	0.00012864	1.1196E-05	5.78045E-06	3.87969E-06	1.60811E-06	1.25983E-07	0
291	2.31181E-05	0	6.1836E-05	8.60276E-06	9.20994E-06	0	8.2436E-06	3.4432E-05
292	2.06715E-06	5.51649E-06	0	0	2.01305E-05	0	0	7.62505E-06
293	0	0	1.04796E-06	0	0	8.8721E-07	9.59042E-07	0
294	0	2.35064E-06	5.33284E-05	5.61256E-05	3.73027E-05	1.14541E-05	2.02491E-05	4.39659E-05
295	0	6.40846E-07	0	0	0	0	0	0
296	0	0	0	0	0	0	0	0
297	0	0	0	0	0	0	0	0
298	5.28987E-05	1.45537E-05	9.70743E-06	3.02995E-06	4.12614E-06	2.54831E-06	1.17429E-06	2.92628E-05
299	0	0	1.36144E-07	0	1.91168E-07	0	0	0
300	2.81819E-05	2.08391E-05	1.2671E-05	2.79139E-06	9.9487E-07	7.46352E-07	3.24145E-07	6.88884E-06
301	5.09069E-07	2.27182E-06	5.79028E-07	0	6.82848E-07	0	0	0
302	7.31956E-07	8.57566E-07	8.86829E-07	2.50155E-07	0	2.19721E-08	0	8.32764E-07
303	5.50527E-06	8.47106E-06	3.0082E-05	3.83133E-05	1.22881E-05	4.97409E-06	1.27289E-05	4.52834E-05
304	0	0	0	0	0	0	0	0
305	4.96351E-08	2.42017E-07	0	0	0	0	0	0
306	5.8594E-05	0.00032423	0.000234554	5.30838E-05	8.44051E-05	1.93091E-06	1.13121E-06	0.000532081
307	0	0	1.71939E-06	4.60248E-06	5.44973E-06	0	0	3.53114E-06
308	0.000331768	0.000311895	0.004048029	0.001472817	0.000539727	0.000325931	0.000626685	0.00204629
309	0.000121989	6.3556E-05	7.62244E-05	6.39138E-05	2.31315E-05	1.84892E-05	1.83548E-05	6.43045E-05
310	1.28578E-05	0	5.13566E-05	1.75746E-06	3.23943E-05	5.22238E-06	2.22978E-08	0
311	2.65872E-07	2.11671E-07	5.42021E-05	4.74316E-06	1.58125E-05	3.44228E-06	3.91365E-06	1.58346E-05
312	0	0	0	0	0	0	6.49316E-07	0
313	0	0	0	0	0	0	2.21836E-08	0
314	6.69146E-08	1.05146E-07	5.79055E-08	4.1943E-07	6.87762E-08	0	3.98902E-08	0
315	0.001436587	0.000733089	0.002770797	0.003771774	0.002642241	0.002105347	0.002679112	0.003243768
316	6.25235E-06	1.04422E-05	0.000296083	0.000124396	1.76304E-05	2.54132E-05	1.58954E-05	5.97221E-05
317	0.000421253	0.001236932	0.000629804	0.000567061	0.000451893	0.000359433	0.000408102	0.000623884
318	0	0	0.000113174	1.2691E-05	3.35393E-08	2.02148E-07	1.2435E-07	2.59754E-07
319	0.000124604	5.3218E-05	5.27916E-07	1.05551E-05	6.29793E-08	3.10212E-06	4.49105E-08	5.45921E-08
320	1.6643E-07	9.53328E-06	0	3.23362E-08	2.04811E-06	1.67938E-07	3.12988E-08	0
321	0.000719996	0.001076834	0.000175319	0.000183995	4.12021E-05	6.08976E-05	5.81449E-05	0.000165239
322	0	0	0	0	0	0	0	0
323	6.80348E-05	7.17805E-05	0.000110767	7.11938E-05	0.000112359	4.36915E-05	9.36843E-05	9.61105E-05
324	1.85661E-05	9.59968E-06	1.0196E-05	4.51701E-06	1.16172E-05	1.20368E-05	4.16745E-06	7.89666E-06
325	0.236248222	0.379251226	0.271673641	0.209772287	0.047731112	0.027481866	0.182444602	0.144657347
326	1.67212E-05	0	0	0	1.38769E-07	0	0	0
327	8.1183E-05	4.37146E-05	2.66718E-05	1.01324E-05	3.43285E-06	1.21544E-05	1.31745E-05	5.35667E-06
328	3.01792E-05	0.000157784	0.000136283	8.4528E-05	0.000162223	0.00013304	0.000287749	0.000341258
329	0	1.75707E-05	0	0	0	7.5859E-07	4.69941E-07	2.29442E-06
330	0.003069138	0.002811566	0.002994026	0.004854374	0.00078965	0.0009426	0.001009598	0.001543326
331	0	0	3.64768E-06	3.1331E-05	2.6582E-06	0	2.55046E-06	5.68403E-06
332	8.7285E-06	3.70512E-05	0.000190799	0.000129612	3.43986E-05	2.51638E-05	1.26549E-05	5.85031E-05
333	2.34503E-05	0.000573398	0.000123656	0.000244583	5.23736E-05	3.01716E-05	1.76519E-05	9.43808E-05
334	8.64371E-05	0.000117822	0.000266593	0.00015222	0.000148742	9.69394E-05	5.07281E-05	0.000199869
335	0.007401685	0.00660944	0.013031884	0.00759156	0.006609596	0.006688219	0.004318785	0.013825472
336	6.14973E-05	0.000150788	0.000535994	0.000453265	0.000352151	0.000281606	0.000222932	0.000373533
337	0.00016773	0.000841149	6.11698E-05	7.51746E-05	1.81024E-05	4.16296E-07	1.9887E-05	5.49126E-05
338	3.5236E-07	0.000278348	0	0	0	0	0	0
339	0.001136959	0.002223336	0.004921461	0.004424512	0.001642808	0.003089816	0.002339345	0.003058698
340	0.003391207	0.006944958	0.008161361	0.006031648	0.002917626	0.002553636	0.002379467	0.006113954
341	5.57666E-07	0.000123882	0.000201513	0.000125696	8.88229E-05	4.12226E-05	3.63357E-05	7.78629E-05
342	0	0	0	0	0	0	0	0
343	0	1.33257E-06	2.66442E-06	6.60583E-07	1.21175E-06	0	0	2.42566E-06
344	0	0	0	0	0	0	0	0
345	0.000420078	0.000628746	0.000298454	0.000558982	7.95271E-05	0.000184369	0.000148569	0.000202574
346	0	0	0	0	0	0	0	0
347	0	0	0	7.78229E-05	0	0	0	0
348	0	0	0	0	0	3.8534E-08	0	0
349	8.72779E-05	0	1.20553E-07	0.000555215	0	0	0	0
350	1.07502E-07	2.86094E-06	1.14244E-05	1.13276E-05	0	0	0	1.10481E-06
351	0.035864427	0.032278151	0.006496482	0.010533305	0.005789706	0.005312835	0.003639728	0.009251048
352	0.097827669	0.030319731	0.002262729	0.00384408	0.002983623	0.002733937	0.001683862	0.002991939
353	0	0	0	0	0	3.19519E-08	0	0
354	0.08569723	0.041661995	0.010522188	0.059541856	0.005890953	0.001331035	0.01363998	0.03396954
355	8.2677E-05	6.30622E-05	0.000286787	0.000169769	7.72255E-05	4.79723E-05	5.49861E-05	8.22431E-05
356	8.73352E-05	0	0	0	0	0	0	0
357	0.000294623	2.72591E-06	9.77468E-07	1.37963E-05	0	4.11929E-07	0	5.81327E-07
358	0	0	0	0	0	0	0	0
359	3.15201E-05	0	0	0	0	0	0	0
360	0	0	0	0	0	0	0	0
361	0	0	0	0	0	0	0	0
362	1.16328E-06	1.46167E-07	0	0	0	0	0	0
363	0.001486344	0.00302924	0.001259901	0.001336902	0.000694983	0.000553011	0.000749109	0.000675172
364	0	2.49557E-07	0	0	0	0	0	0
365	0	0	0	0	0	1.73505E-07	0	0
366	0	0	0	0	0	0	0	0
367	0	0	0	0	0	0	0	0
368	0	0	0	0	0	0	0	0
369	0	0	0	0	0	0	0	0
370	0	0	0	0	0	0	0	0
371	2.01689E-07	0	0	2.72908E-06	0	0	0	1.19227E-06
372	0.001689822	0.002841834	0.004701861	0.002571744	0.002075989	0.002356406	0.001067911	0.001969759
373	0	0	0	0	0	0	0	0
374	0	8.666E-08	0	0	0	0	0	0
375	0	0	0	0	0	0	0	0
376	0	0	0	0	0	0	0	0
377	0	0	0	0	0	0	0	0
378	0	0	0	0	0	0	0	0
379	0.000696931	0.000741543	0.001397539	0.001392081	0.000670155	0.000575812	0.000492814	0.00091684
380	1.23155E-06	0	0	0	0	0	0	1.58901E-07
381	0	0	2.08293E-07	0	2.21582E-06	0	0	0
382	3.37144E-05	1.48648E-05	1.35116E-05	6.40611E-06	2.83057E-06	9.23851E-07	3.38574E-06	8.5766E-06
383	0.029216099	0.029953154	0.010299467	0.001742898	0.000845637	0.000264118	0.002456766	0.006298074
384	2.71895E-07	0	3.87769E-07	2.13208E-08	0	0	0	2.99339E-07
385	2.68733E-05	2.54745E-05	2.46071E-05	2.11603E-05	6.9678E-06	2.16167E-05	5.4946E-05	0.000109392
386	0	0	0	0	0	4.98865E-07	0	0
387	0.014352912	0.015076055	0.028193873	0.048104844	0.00877132	0.025761399	0.011303508	0.017597746
388	0.046336961	0.023609213	0.06310751	0.065097954	0.012202256	0.020443765	0.028827217	0.008671198
389	0.00846914	0.004827452	0.008434203	0.008571818	0.001761398	0.002636559	0.0041175	0.006764732
390	0.011354093	0.012379551	0.03563949	0.042193161	0.009219823	0.024726618	0.011980379	0.020103667
391	0	0	2.37561E-05	2.97324E-05	2.84937E-06	4.80539E-06	6.80011E-06	2.08897E-05
392	0.037599004	0.027785765	0.051202019	0.047277744	0.00858281	0.01708245	0.021973529	0.021174805
393	0	3.67976E-06	8.08078E-06	4.1872E-06	1.35826E-07	6.70345E-07	5.03735E-07	4.48774E-06
394	0	0	0	0	0	3.08766E-08	0	0
395	1.021282684	0.974924059	1.175706944	1.136965911	0.941049652	1.19049268	0.966651239	1.147636295
396	0.956066749	0.997122562	1.154974901	1.130885605	0.83761649	1.186941433	0.948662862	1.264595946
397	0.001611588	2.82354E-05	0.00253089	5.98678E-05	5.85398E-06	0.000484454	2.05528E-05	1.78356E-05
398	0.000113323	0.000300512	0.000416191	0.000190508	4.11512E-05	5.87204E-05	0.000148144	0.000326575
399	0	0	1.00825E-05	2.17959E-05	8.26452E-08	1.29536E-05	5.87168E-06	2.22777E-05
400	0	0	0	0	0	0	0	3.55058E-06
401	2.88916E-05	2.15011E-05	0.000142003	6.01715E-05	1.51335E-05	2.31025E-05	2.84278E-05	5.53031E-05
402	0.000199176	0.000504778	4.03985E-05	8.32191E-05	2.08656E-05	1.33361E-05	4.13722E-06	1.25215E-05
403	0	0	0	0	0	0	0	0
404	7.43124E-06	6.63252E-05	7.5007E-06	0	0	0	0	0
405	0.001443336	0.003216342	0.002279709	0.001289642	0.000797595	0.001812137	0.000299285	0.000819272
406	0	0	0	0	0	0	0	0
407	0.00175994	0.001002906	0.005365304	0.003670952	0.000198253	0.000788665	0.000902927	0.001616084
408	4.48407E-07	6.62705E-07	5.50459E-05	2.69679E-05	3.81672E-06	3.88815E-06	7.36532E-06	3.15545E-05
409	0	0	0	0	0	6.12923E-07	0	0
410	0	0	0	0	0	0	0	0
411	0	0	0	0	0	0	0	0
412	1.78646E-05	1.8718E-06	1.36678E-07	1.34961E-06	1.87806E-08	0	6.65981E-07	4.6024E-06
413	1.25611E-05	3.40779E-05	2.50965E-07	0	0	0	5.13387E-08	0
414	0	0	0	0	0	0	0	0
415	0	0	2.51664E-06	2.87543E-07	0	0	3.30044E-06	0
416	0	0	0	0	0	0	0	0
417	0	0	0	1.25274E-06	1.34306E-07	9.53771E-08	0	0
418	0	0	8.7229E-08	0	0	0	0	0
419	0.963314809	0.993445514	1.445315545	1.143785879	0.872927505	1.220018268	1.017977994	1.350342614
420	1.063157435	1.035467843	1.201799728	1.077568065	0.824773995	1.210020718	1.003518613	1.267741411
421	0.00184846	0.002298177	0.002100218	0.001618344	0.002085588	0.002621241	0.00198556	0.002612565
422	6.04622E-06	3.81443E-05	0.000425582	0.000375377	4.29565E-05	9.00009E-05	6.27617E-05	0.000143689
423	2.80014E-06	4.71546E-08	6.86654E-07	9.87686E-08	0	0	1.13095E-07	1.36334E-06
424	0	0	0	0	0	0	0	0
425	0	0	0	0	0	0	0	0
426	0	0	0	0	0	0	0	0
427	0	0	0	0	0	6.24999E-08	0	0
428	0	0	0	0	0	0	0	0
429	0	0	0	0	0	0	0	0
430	6.96743E-08	7.62046E-08	0	0	0	0	0	0
431	0	0	0	2.1092E-08	0	0	0	0
432	0	0	0	0	0	0	0	0
433	0	0	0	0	0	0	0	0
434	0	0	0	0	0	0	0	0
435	0	0	0	0	0	0	0	0
436	0	0	0	0	0	0	0	0
437	5.76169E-05	5.89579E-05	7.61045E-06	1.69213E-05	6.80049E-06	1.42971E-05	1.05697E-05	6.06487E-06
438	2.27023E-05	1.73436E-05	1.60559E-06	9.54975E-06	2.64164E-06	3.00225E-07	1.38951E-06	7.63042E-05
439	8.10622E-08	3.01013E-07	0	0	0	0	0	0
440	0	3.36694E-06	0	0	0	0	0	0
441	0	0	0	0	0	0	0	0
442	0	0	0	0	0	0	0	0
443	0.00244325	0.012929854	0.097695878	0.054446722	0.030530325	0.032273386	0.079303611	0.089372606
444	0	0	0	0	0	0	0	0
445	1.25103E-05	1.46083E-05	6.71093E-05	3.4135E-05	2.80491E-05	2.23018E-05	2.43557E-05	5.42456E-05
446	3.67929E-07	5.32038E-07	8.03711E-07	4.4287E-07	8.39068E-08	4.99399E-08	3.06881E-07	2.33712E-07
447	1.24927E-05	2.3434E-06	0	0	9.72239E-07	0	0	4.33735E-06
448	1.23523E-05	2.61999E-06	6.67892E-05	0.000139639	0.000122819	2.02405E-05	0.000138167	0.000240323
449	3.83332E-05	0.000108109	0	0	7.81107E-06	2.76438E-06	3.09943E-07	0
450	2.8517E-05	1.51522E-05	7.86874E-06	6.22575E-06	1.90031E-07	7.92843E-07	1.25266E-05	2.75043E-05
451	3.84128E-05	2.06775E-05	5.53229E-08	4.28801E-07	3.66049E-08	3.70679E-07	0	3.04449E-08
452	0	0	1.09141E-06	0	0	0	0	0
453	1.80344E-06	0	0	0	0	0	2.17921E-07	0
454	0	0	0	0	0	0	0	0
455	4.66549E-06	0	5.35483E-06	0	0	0	0	7.09907E-06
456	0.000480311	0.0003453	8.52853E-06	1.76E-05	0	2.35191E-06	5.35917E-06	9.91312E-06
457	0	0	0	0	0	0	0	0
458	0.000300987	0.000241306	0.000406804	0.000185434	0.000294036	0.00032526	0.000276229	0.00021869
459	1.32238E-05	8.70615E-06	8.97796E-08	1.7512E-07	4.36326E-07	0	0	0
460	0	0	0	0	0	0	0	0
461	0	0	0	0	0	1.06182E-06	0	0
462	3.96863E-06	5.15158E-06	0	7.9346E-06	3.48676E-06	0	0	5.30392E-06
463	9.57434E-06	0	4.08351E-07	0	2.91106E-06	0	2.84271E-06	6.17006E-06
464	0	0	0	0	0	7.64976E-07	0	0
465	0	0	0	0	0	0	0	0
466	0	0	0	0	0	0	0	0
467	0	0	0	0	0	0	0	0
468	0	0	0	0	0	0	0	0
469	0	0	0	0	0	0	0	0
470	0	4.40396E-06	4.0414E-06	0	0	1.57069E-06	0	2.11541E-06
471	0	3.49941E-07	0	0	0	0	0	0
472	0.000165792	0.000162533	1.7702E-06	1.89248E-07	0	2.47564E-07	9.45576E-07	5.73855E-06
473	6.35647E-05	7.48888E-05	1.70476E-05	1.01481E-06	3.88432E-06	6.56882E-06	1.44537E-05	3.42647E-05
474	3.99088E-06	0	0	0	0	0	0	0
475	0	0	1.01326E-06	0	0	4.0676E-06	2.39245E-06	1.37622E-06
476	0	0	0	0	0	0	0	0
477	1.18521E-06	0	0	0	0	0	0	0
478	2.26813E-05	1.95362E-05	2.83853E-05	1.95687E-05	2.86517E-06	1.12272E-05	1.53246E-05	2.00114E-05
479	2.55684E-06	0	0	2.25439E-06	0	1.94417E-06	2.94409E-07	0
480	0	0	0	0	0	1.80569E-07	0	0
481	6.20948E-07	1.8423E-06	2.02421E-06	0	0	0	0	5.3435E-08
482	6.85273E-07	0	9.94967E-07	0	4.11723E-08	1.73053E-07	6.9232E-07	1.87048E-07
483	0	0	0	0	0	0	0	0
484	0	0	0	0	0	0	0	0
485	0	0	0	0	0	0	0	0
486	0	0	0	0	0	0	0	0
487	4.47703E-07	2.41027E-06	4.75055E-08	5.4936E-07	1.14021E-07	1.4231E-07	2.02001E-08	9.33093E-07
488	0.000203856	0.000169946	0.000137231	2.04454E-05	0.00350999	0.002369167	0.004154641	0.00565763
489	0.010055309	0.001453486	0.000112773	0.000440862	9.76855E-06	0.00013205	0.000110192	0.000285951
490	8.87191E-06	1.04479E-06	0	0	0	0	0	0
491	0.09125676	0.259828169	0.495892221	0.773003044	0.595237263	0.390009927	0.404370981	0.635110488
492	2.51991E-06	4.22575E-06	2.47736E-06	9.8786E-07	1.96866E-06	2.55869E-07	1.22812E-06	3.81206E-07
493	1.75386E-05	2.71579E-05	6.78939E-06	1.07263E-05	5.43255E-06	1.62419E-06	4.9258E-06	1.55644E-05
494	0.026163172	0.022836775	0.002568175	0.007183372	0.005456637	0.000872118	0.001005335	0.001027474
495	0	3.82524E-07	8.6944E-07	2.03497E-07	7.26947E-07	8.40238E-08	2.80015E-07	4.33445E-07
496	0	0	0	0	0	0	0	0
497	0	0	0	6.18013E-07	0	0	1.09551E-07	0
498	0	1.70797E-06	0	2.22088E-06	0	0	1.83826E-06	0
499	0	0	0	0	0	0	0	0
500	1.40359E-05	2.2261E-07	2.21989E-06	2.56086E-06	3.92089E-06	1.69518E-06	0	1.48584E-06
501	0	0	0	0	0	0	0	0
502	0.000430282	0.000247303	0.00039917	0.000658137	8.17479E-05	0.000205805	0.000197925	0.00029631
503	0.001384476	0.001408741	0.003051115	0.002799555	0.001402894	0.001183353	0.001980486	0.002684659
504	0	0	0	0	0	0	0	3.38E-08
505	0	0	6.61018E-06	2.20843E-06	2.53835E-07	7.47557E-08	2.94867E-08	2.9703E-08
506	0	0	0	0	0	0	0	0
507	0	0	0	0	0	0	0	0
508	7.23436E-05	5.80623E-05	6.20476E-05	6.51949E-05	1.91246E-05	5.17685E-05	2.47062E-05	5.03325E-05
509	0.001136191	0.001037209	0.002282946	0.002455266	0.000456307	0.000668381	0.000964155	0.001513699
510	9.93173E-06	4.73901E-05	1.81633E-05	4.11353E-05	2.31096E-05	2.63671E-05	5.10437E-06	5.00208E-06
511	0	0	1.20464E-05	4.05984E-06	0	0	4.398E-07	3.59772E-07
512	0	0	4.22519E-08	0	0	0	0	0
513	0	0	9.58853E-05	0	3.37093E-08	4.78504E-08	0	0
514	0.000285593	0.000155166	0.000768887	0.000431608	0.000147173	0.00015924	0.000328668	0.000498593
515	0	0	0	0	0	0	0	0
516	0	1.4314E-06	1.91196E-05	7.81525E-06	1.09242E-06	0	3.24634E-06	2.1738E-05
517	4.2505E-05	2.36368E-05	0.000139666	4.5149E-05	1.58603E-05	1.51076E-05	1.58334E-05	4.16158E-05
518	0.00063054	0.000294196	0.00067577	0.00061546	0.000415758	0.000403772	0.000233603	0.001037351
519	0.000866055	0.000829171	0.00245377	0.001907354	0.000542584	0.000733516	0.000647064	0.00136743
520	5.59487E-05	0.000140815	0.0004082	0.000441218	0.000126062	0.000116727	0.000122699	0.000170937
521	0	0	0	0	0	0	0	0
522	0	0	2.41607E-08	0	0	0	4.70165E-08	2.78959E-07
523	9.97585E-06	1.78147E-06	0	4.67397E-06	0	1.78579E-06	0	0
524	0	0	5.56496E-08	0	8.04099E-08	0	0	0
525	0	0	0	0	0	0	0	0
526	0	0	0	0	0	0	0	0
527	0.000981398	0.002042588	0.002654864	0.000991853	0.002877692	0.002702647	0.005328815	0.007281607
528	0	2.04064E-06	5.50796E-07	5.67885E-08	3.35369E-08	0	0	0
529	1.30028E-06	1.25566E-06	2.63812E-05	1.8667E-05	5.17257E-07	7.34491E-07	3.09471E-06	5.10209E-06
530	0.000121604	9.93554E-05	0.000199689	6.59425E-05	4.00821E-05	3.25821E-05	6.37356E-05	0.000115084
531	1.37154E-05	5.53698E-06	2.53386E-05	2.71713E-05	3.54567E-06	1.70016E-05	2.08296E-05	5.83223E-05
532	0	0	0	3.32847E-08	0	0	0	0
533	0	0	0	0	0	0	0	0
534	0	0	0	0	0	0	0	0
535	7.25793E-07	0	5.95389E-05	3.73977E-05	5.12017E-06	7.35855E-06	1.74373E-05	2.93348E-05
536	0	0	1.59181E-05	2.09189E-05	3.95585E-07	1.35392E-06	1.15473E-06	6.62933E-06
537	0	0	1.86118E-07	0	0	0	0	0
538	1.99938E-06	4.39457E-06	2.49935E-05	2.49204E-05	3.5307E-07	1.50333E-06	3.00769E-06	1.07968E-05
539	0	0	0	0	0	0	0	0
540	0	0	0	0	0	0	0	0
541	0	0	0	0	0	0	0	0
542	5.03498E-07	1.95653E-06	5.38646E-06	4.49252E-06	0	1.49883E-06	0	3.87702E-06
543	4.06386E-06	9.766E-06	3.77415E-05	1.10154E-05	9.91758E-08	1.45002E-05	2.14713E-06	1.54632E-05
544	0	0	1.85849E-06	9.33334E-07	8.88376E-07	3.95384E-07	2.01842E-06	7.53137E-06
545	1.70514E-07	2.31127E-07	3.9512E-07	4.64356E-06	2.47872E-06	8.87348E-08	7.05055E-08	4.10564E-07
546	6.447E-05	6.41812E-05	0.000206301	0.000162611	5.70904E-05	6.03248E-05	0.000108457	0.000115551
547	2.74163E-05	2.29883E-05	3.43682E-05	8.25452E-05	1.05145E-05	1.58217E-05	2.11049E-05	5.97617E-05
548	0	0	0	0	0	0	0	0
549	0.003119006	0.003104909	0.002307036	0.001988589	0.001389162	0.001606922	0.000964755	0.001619588
550	0	0	0	0	0	0	0	0
551	0.000522454	0.000199959	0.000795926	0.001011256	0.000152019	0.000523908	0.000292423	0.000316483
552	3.01025E-06	1.49428E-06	2.39039E-07	2.61677E-05	2.20312E-05	1.50764E-07	4.01314E-07	5.50656E-05
553	0	0	3.63085E-08	1.3956E-07	0	0	0	0
554	0	3.71801E-07	1.73757E-05	7.78332E-06	5.32802E-07	1.98824E-06	2.52494E-06	5.10031E-06
555	0	0	0	0	0	0	0	1.84307E-06
556	7.37719E-07	8.37215E-07	0.000325796	6.70748E-05	3.69336E-07	4.89503E-06	6.75086E-06	6.13337E-06
557	0.001619233	0.000970793	0.000209146	0.000663483	6.7227E-05	4.26708E-05	0.000142607	0.000176433
558	0.00087162	0.000857059	0.00382929	0.002580483	0.000250159	0.001099135	0.000913532	0.000919864
559	0	0	0	0	0	0	0	0
560	0	0	0	0	0	0	6.97322E-07	0
561	0	0	2.911E-06	0	0	0	3.40927E-07	5.69326E-06
562	0	0	0	0	0	0	0	0
563	3.86342E-06	1.65296E-05	0.000108228	4.10589E-05	3.84514E-06	4.81111E-06	1.9348E-05	2.25645E-05
564	8.71069E-05	4.91964E-05	0.000115196	0.000252246	6.06492E-05	6.67401E-05	4.22016E-05	2.83588E-05
565	0	1.02673E-07	0	0	0	1.07537E-07	3.48256E-06	0
566	0.000128703	0.00018258	0.000414712	0.000303779	0.000127827	0.000123517	0.000177916	0.000265242
567	0	0	3.66011E-08	0	1.42451E-06	2.37909E-07	5.52042E-07	1.9936E-07
568	0	4.2709E-08	7.90321E-07	1.84306E-07	0	0	9.06287E-08	0
569	5.69296E-07	5.66459E-06	2.70829E-05	2.22591E-05	6.2049E-07	0	6.28423E-06	6.14132E-06
570	1.06201E-05	1.78271E-05	0.000117311	8.21053E-05	1.7573E-05	3.63934E-05	3.1348E-05	5.9197E-05
571	0	0	0	0	0	0	0	0
572	0	0	0	0	0	0	0	0
573	0	0	0	0	0	0	0	0
574	8.65226E-06	4.82576E-07	1.27604E-06	8.74417E-07	4.47498E-07	1.59199E-06	5.76561E-07	9.45611E-07
575	0.000130071	0.000229485	0.00060191	0.000415056	0.000133265	0.000226855	0.000206717	0.000395036
576	5.10957E-05	0.00011108	0.000348198	0.00030686	7.78283E-05	0.000122155	6.71763E-05	0.000160391
577	0	0	0	0	0	0	0	0
578	0	0	0	0	0	0	0	0
579	0	0	6.5155E-06	3.72517E-05	1.56198E-06	2.95273E-06	6.29922E-07	2.47815E-07
580	0	0	0	0	0	0	0	0
581	0	0	0	0	0	0	0	0
582	1.44765E-06	4.98031E-07	2.30507E-06	9.23888E-07	1.10581E-06	1.05371E-06	0	7.79883E-07
583	0.000347901	0.000205014	8.73462E-06	6.32075E-06	2.72662E-06	2.41328E-06	6.21382E-06	7.80774E-06
584	4.5792E-06	7.02067E-06	2.54177E-05	6.19576E-06	1.56189E-06	2.73163E-06	6.19632E-06	2.53552E-05
585	0.000321039	5.77644E-05	0.003479963	0.001354513	7.86815E-05	0.000260004	0.000173551	0.000347953
586	0.000367773	0.000125266	0.000126613	9.61544E-05	6.52011E-05	5.76365E-05	7.02863E-05	8.93368E-05
587	1.64677E-06	1.15925E-06	0	0	2.35829E-07	0	0	0
588	1.527E-06	0	1.21932E-06	3.22338E-06	5.65598E-06	2.76176E-06	1.41255E-06	2.25392E-06
589	0.000977168	0.001450537	0.000626046	0.000890334	0.00061085	0.000792087	0.000301559	0.000457609
590	0	0	0	0	0	0	0	0
591	0	4.39095E-07	0	0	0	0	0	0
592	8.5866E-06	1.00208E-05	1.20437E-05	0	5.49927E-07	5.59912E-08	2.75619E-06	5.75597E-06
593	0	0	0	0	0	0	0	0
594	6.70755E-06	5.29217E-06	1.09166E-05	2.56275E-06	1.4313E-07	4.39306E-05	1.14983E-07	1.34571E-06
595	5.48364E-05	7.44074E-06	0.000101979	2.10855E-05	4.93447E-05	7.12036E-05	0.000131947	0.000120777
596	0	2.52495E-05	9.61162E-05	3.26582E-05	5.04765E-06	9.02736E-06	6.78155E-06	1.93733E-05
597	0.00415868	0.004014981	0.009506549	0.005154917	0.001863766	0.002990826	0.002667345	0.00469901
598	0.622003348	0.404489386	0.022314612	0.02313351	0.007606058	0.012191376	0.010209488	0.014735037
599	0.000107906	0.000213238	0.002526839	0.001251682	0.000344578	0.00043941	0.000655472	0.001358431
600	6.77398E-05	4.33421E-05	6.18856E-05	0.000196147	6.46017E-05	7.37371E-05	2.03291E-05	0.000134512
601	0	0	2.34875E-05	2.81557E-05	2.73598E-06	7.28532E-06	8.02359E-06	6.17357E-06
602	5.2856E-05	7.80376E-05	4.56842E-06	0	5.63011E-05	4.90189E-05	3.20416E-05	1.84212E-05
603	2.89689E-05	0.000113397	4.96321E-05	1.0003E-05	5.09171E-06	5.33548E-06	9.60589E-06	1.96084E-05
604	0	0	0	0	0	0	0	0
605	0	0	0	0	0	0	0	0
606	0	0	4.49261E-06	0	1.16384E-06	0	1.34344E-06	4.28248E-06
607	2.12883E-06	3.67428E-07	7.18872E-06	3.6885E-06	4.6558E-07	2.85302E-06	2.69883E-06	4.10543E-07
608	0.002327283	0.00288662	0.005277215	0.003268325	0.000793365	0.00181428	0.001214259	0.002123523
609	2.18857E-05	0	3.43368E-07	0	0	7.40996E-07	3.34903E-06	1.33801E-06
610	0	4.99435E-07	0	1.49551E-06	0	5.13871E-07	1.76511E-07	0
611	0.000380658	0.000351959	0.003181241	0.001594014	0.000303361	0.000394683	0.000687181	0.001173699
612	7.14041E-05	0.000160426	9.85519E-05	3.8492E-05	4.82128E-05	7.06434E-05	1.81724E-05	3.70931E-05
613	3.3255E-05	1.15644E-05	0.000268317	0.000194876	4.38557E-05	7.11848E-05	9.89187E-05	8.98226E-05
614	7.37325E-06	8.59529E-07	3.49105E-05	8.06981E-06	6.16303E-06	3.80481E-06	4.5509E-06	1.76414E-06
615	7.49125E-06	7.33279E-06	0.000375907	0.000122412	4.16225E-05	4.93067E-05	4.15907E-05	0.000128913
616	0	0	0	0	0	0	0	0
617	0	0	1.94331E-07	0	1.43474E-06	2.34697E-06	1.56363E-07	0
618	0	0	0	0	0	0	0	0
619	3.12622E-06	2.13856E-07	1.20529E-05	8.51011E-06	5.20834E-06	7.31349E-06	4.02317E-06	2.30979E-05
620	0.00678497	0.005740777	0.007531049	0.021874775	0.008591327	0.008466619	0.00377882	0.005233931
621	0.00095866	0.001379537	0.002106756	0.002034788	0.003721304	0.002292394	0.002646016	0.004374475
622	0.000205001	0.000305321	0.001203308	0.00071249	0.00016853	0.0003275	0.000352821	0.000748833
623	1.98172E-05	2.40418E-05	0.000187894	5.36778E-05	1.19818E-05	2.345E-05	5.11063E-05	7.02066E-05
624	0	1.39749E-07	0	0	4.29128E-07	4.93607E-08	0	0
