ID_REF	GSM918942	GSM918943	GSM918944	GSM918945	GSM918946	GSM918947	GSM918948	GSM918949
271	0.000114803	3.50556E-06	0	0	0	0	0	0
272	0.031318032	0.046207145	0.03421433	0.008967018	0.004937686	0.001796702	0.013537052	0.018234943
273	0	3.18642E-07	2.08202E-06	1.83843E-06	5.77054E-07	0	2.01273E-07	1.88645E-06
274	0	1.46471E-07	0.001437364	7.22611E-05	0	1.28246E-06	5.49748E-06	0
275	1.88493E-07	1.11861E-07	0	0	6.66535E-08	0	0	0
276	0	0	0	0	0	0	0	0
277	7.84721E-08	4.40191E-07	0	0	0	0	0	0
278	0	0	0	0	0	0	0	0
279	0	0	0	0	0	0	0	0
280	0	0	0	0	0	0	0	0
281	0	4.93462E-07	0	2.08805E-05	6.10897E-07	0	0	0
282	0.008629157	0.000649642	0.000130449	0.00021019	3.19648E-05	9.7348E-06	6.55675E-05	0.000169062
283	0	0	0	0	0	0	0	0
284	0	0	1.31279E-07	0	5.28231E-08	0	0	0
285	0	0	0	0	0	0	0	0
