Transcript ID	Gene Symbol	Organism
NM_001046113	MEF2C	Bos taurus
NM_001092414	MEF2C	Xenopus laevis
XM_001231661	MEF2C	Gallus gallus
XM_574821	MEF2C	Rattus norvegicus
XM_001056692	MEF2C	Rattus norvegicus
XM_001504623	MEF2C	Equus caballus
NM_001044540	MEF2C	Sus scrofa
NM_001131005	MEF2C	Homo sapiens
NM_002397	MEF2C	Homo sapiens
NM_001159277	MEF2C	Ovis aries
XM_001087357	MEF2C	Macaca mulatta
XM_001087470	MEF2C	Macaca mulatta
XM_001086773	MEF2C	Macaca mulatta
XM_001087961	MEF2C	Macaca mulatta
XM_001086062	MEF2C	Macaca mulatta
XM_001086651	MEF2C	Macaca mulatta
XM_001087719	MEF2C	Macaca mulatta
XM_001087124	MEF2C	Macaca mulatta
XM_001087589	MEF2C	Macaca mulatta
XM_001087836	MEF2C	Macaca mulatta
XM_001087240	MEF2C	Macaca mulatta
XM_001086998	MEF2C	Macaca mulatta
XM_001086519	MEF2C	Macaca mulatta
XM_001086895	MEF2C	Macaca mulatta
XM_001086412	MEF2C	Macaca mulatta
XM_852862	MEF2C	Canis lupus
XM_853660	MEF2C	Canis lupus
XM_853190	MEF2C	Canis lupus
XM_853032	MEF2C	Canis lupus
XM_852667	MEF2C	Canis lupus
XM_853270	MEF2C	Canis lupus
XM_852781	MEF2C	Canis lupus
XM_853382	MEF2C	Canis lupus
XM_852707	MEF2C	Canis lupus
XM_852624	MEF2C	Canis lupus
XM_853623	MEF2C	Canis lupus
XM_852819	MEF2C	Canis lupus
XM_844356	MEF2C	Canis lupus
XM_852946	MEF2C	Canis lupus
XM_536299	MEF2C	Canis lupus
XM_852742	MEF2C	Canis lupus
XM_853418	MEF2C	Canis lupus
XM_853453	MEF2C	Canis lupus
XM_852990	MEF2C	Canis lupus
XM_853539	MEF2C	Canis lupus
XM_853229	MEF2C	Canis lupus
XM_853579	MEF2C	Canis lupus
XM_852905	MEF2C	Canis lupus
XM_853309	MEF2C	Canis lupus
XM_853734	MEF2C	Canis lupus
XM_853107	MEF2C	Canis lupus
XM_853070	MEF2C	Canis lupus
XM_853153	MEF2C	Canis lupus
XM_852582	MEF2C	Canis lupus
XM_853348	MEF2C	Canis lupus
NM_001170537	MEF2C	Mus musculus
NM_025282	MEF2C	Mus musculus
XM_001143363	MEF2C	Pan troglodytes
XM_001142588	MEF2C	Pan troglodytes
XM_001143654	MEF2C	Pan troglodytes
XM_001142451	MEF2C	Pan troglodytes
XM_001142658	MEF2C	Pan troglodytes
XM_001142978	MEF2C	Pan troglodytes
XM_001142829	MEF2C	Pan troglodytes
XM_001143133	MEF2C	Pan troglodytes
XM_001143507	MEF2C	Pan troglodytes
XM_001142905	MEF2C	Pan troglodytes
XM_001143216	MEF2C	Pan troglodytes
XM_001143585	MEF2C	Pan troglodytes
XM_001143433	MEF2C	Pan troglodytes
XM_001142745	MEF2C	Pan troglodytes
XM_517661	MEF2C	Pan troglodytes
XM_001142121	MEF2C	Pan troglodytes
XM_001143052	MEF2C	Pan troglodytes
NM_001134197	MEF2C	Pongo abelii
NM_001112916	MEF2C	Xenopus (Silurana) tropicalis
XM_001232913	ALDH8A1	Gallus gallus
XM_419732	ALDH8A1	Gallus gallus
XM_001170069	ALDH8A1	Pan troglodytes
XM_001170111	ALDH8A1	Pan troglodytes
NM_001130286	ALDH8A1	Xenopus (Silurana) tropicalis
NM_022568	ALDH8A1	Homo sapiens
NM_170771	ALDH8A1	Homo sapiens
NM_178713	ALDH8A1	Mus musculus
NM_001075626	ALDH8A1	Bos taurus
NM_001004540	ALDH8A1	Danio rerio
XM_001065122	ALDH8A1	Rattus norvegicus
XM_001061872	ALDH8A1	Rattus norvegicus
XM_001061932	ALDH8A1	Rattus norvegicus
XM_001504382	ALDH8A1	Equus caballus
XM_001504384	ALDH8A1	Equus caballus
XM_854926	ALDH8A1	Canis lupus
XM_533415	ALDH8A1	Canis lupus
NM_001131294	MEF2A	Pongo abelii
NM_001099698	MEF2A	Sus scrofa
NM_001097421	MEF2A	Sus scrofa
NM_001083638	MEF2A	Bos taurus
NM_001014035	MEF2A	Rattus norvegicus
XM_001103060	MEF2A	Macaca mulatta
XM_001102979	MEF2A	Macaca mulatta
XM_001103453	MEF2A	Macaca mulatta
XM_001102793	MEF2A	Macaca mulatta
XM_001103299	MEF2A	Macaca mulatta
XM_001103222	MEF2A	Macaca mulatta
XM_001103368	MEF2A	Macaca mulatta
XM_001103145	MEF2A	Macaca mulatta
XM_001102710	MEF2A	Macaca mulatta
XM_001103540	MEF2A	Macaca mulatta
XM_001102890	MEF2A	Macaca mulatta
XM_001102535	MEF2A	Macaca mulatta
NM_001101746	MEF2A	Xenopus laevis
XM_001235811	MEF2A	Gallus gallus
NM_204864	MEF2A	Gallus gallus
XM_001139415	MEF2A	Pan troglodytes
XM_001139995	MEF2A	Pan troglodytes
XM_001140333	MEF2A	Pan troglodytes
XM_001139332	MEF2A	Pan troglodytes
XM_001139569	MEF2A	Pan troglodytes
XM_001139086	MEF2A	Pan troglodytes
XM_001140162	MEF2A	Pan troglodytes
XM_001139261	MEF2A	Pan troglodytes
XM_001139738	MEF2A	Pan troglodytes
XM_001139828	MEF2A	Pan troglodytes
XM_510615	MEF2A	Pan troglodytes
XM_001140247	MEF2A	Pan troglodytes
XM_001139911	MEF2A	Pan troglodytes
XM_001140076	MEF2A	Pan troglodytes
XM_001139496	MEF2A	Pan troglodytes
XM_001139651	MEF2A	Pan troglodytes
NM_001142033	MEF2A	Xenopus (Silurana) tropicalis
XM_536174	MEF2A	Canis lupus
XM_852945	MEF2A	Canis lupus
XM_852861	MEF2A	Canis lupus
XM_852904	MEF2A	Canis lupus
XM_852989	MEF2A	Canis lupus
XM_852780	MEF2A	Canis lupus
XM_852741	MEF2A	Canis lupus
XM_844013	MEF2A	Canis lupus
NM_005587	MEF2A	Homo sapiens
NM_001130928	MEF2A	Homo sapiens
NM_001130926	MEF2A	Homo sapiens
NM_001130927	MEF2A	Homo sapiens
NM_001171894	MEF2A	Homo sapiens
NM_131301	MEF2A	Danio rerio
XM_001478863	MEF2A	Mus musculus
NM_001033713	MEF2A	Mus musculus
NM_001089605	GDA	Xenopus laevis
NM_031776	GDA	Rattus norvegicus
XM_528320	GDA	Pan troglodytes
XM_424835	GDA	Gallus gallus
XM_541285	GDA	Canis lupus
NM_004293	GDA	Homo sapiens
NM_010266	GDA	Mus musculus
XM_001488434	GDA	Equus caballus
NM_001133904	GDA	Pongo abelii
XM_001095322	GDA	Macaca mulatta
XM_604296	GDA	Bos taurus
NM_017021	IL9R	Rattus norvegicus
XM_414887	IL9R	Gallus gallus
XM_849333	IL9R	Canis lupus
XM_001100521	IL9R	Macaca mulatta
XM_870624	IL9R	Bos taurus
XM_001473098	IL9R	Mus musculus
NM_001134458	IL9R	Mus musculus
XM_001473120	IL9R	Mus musculus
NM_008374	IL9R	Mus musculus
NM_002186	IL9R	Homo sapiens
XM_001145427	IL9R	Pan troglodytes
XM_534255	BTD	Canis lupus
XM_418738	BTD	Gallus gallus
NM_001012047	BTD	Rattus norvegicus
NM_000060	BTD	Homo sapiens
NM_001102206	BTD	Bos taurus
XM_001606029	BTD	Nasonia vitripennis
XM_001494901	BTD	Equus caballus
XM_001083201	BTD	Macaca mulatta
NM_001114320	BTD	Tribolium castaneum
NM_025295	BTD	Mus musculus
XM_001137484	ASCC1	Pan troglodytes
XM_001137316	ASCC1	Pan troglodytes
XM_001137730	ASCC1	Pan troglodytes
XM_001136925	ASCC1	Pan troglodytes
XM_001137566	ASCC1	Pan troglodytes
XM_001136776	ASCC1	Pan troglodytes
XM_507842	ASCC1	Pan troglodytes
XM_001136852	ASCC1	Pan troglodytes
XM_001137171	ASCC1	Pan troglodytes
XM_001136997	ASCC1	Pan troglodytes
XM_001137078	ASCC1	Pan troglodytes
XM_001137396	ASCC1	Pan troglodytes
XM_001137244	ASCC1	Pan troglodytes
XM_856618	ASCC1	Canis lupus
XM_845446	ASCC1	Canis lupus
NM_026937	ASCC1	Mus musculus
NM_015947	ASCC1	Homo sapiens
XM_421588	ASCC1	Gallus gallus
NM_001007946	ASCC1	Gallus gallus
NM_001076041	ASCC1	Bos taurus
NM_001007632	ASCC1	Rattus norvegicus
NM_001102901	ASCC1	Xenopus (Silurana) tropicalis
NM_023040	GFER	Mus musculus
XM_414848	GFER	Gallus gallus
XM_870752	GFER	Bos taurus
XM_537010	GFER	Canis lupus
NM_013222	GFER	Rattus norvegicus
NM_005262	GFER	Homo sapiens
XM_001082639	GFER	Macaca mulatta
XM_001082384	GFER	Macaca mulatta
NM_001089386	GFER	Danio rerio
XM_001172822	GFER	Pan troglodytes
XM_001719282	FLJ22184	Homo sapiens
XM_001719253	FLJ22184	Homo sapiens
XM_001717591	FLJ22184	Homo sapiens
XM_001493218	BTK	Equus caballus
XM_001138806	BTK	Pan troglodytes
XM_001138716	BTK	Pan troglodytes
XM_001139373	BTK	Pan troglodytes
XM_001139457	BTK	Pan troglodytes
XM_001139051	BTK	Pan troglodytes
XM_001138895	BTK	Pan troglodytes
XM_521179	BTK	Pan troglodytes
XM_001138974	BTK	Pan troglodytes
XM_001139132	BTK	Pan troglodytes
XM_001138546	BTK	Pan troglodytes
NM_001139938	BTK	Salmo salar
NM_013482	BTK	Mus musculus
NM_000061	BTK	Homo sapiens
NM_001034589	BTK	Bos taurus
NM_001130260	BTK	Xenopus (Silurana) tropicalis
XM_691995	BTK	Danio rerio
XM_856767	BTK	Canis lupus
XM_549139	BTK	Canis lupus
XM_856654	BTK	Canis lupus
XM_856628	BTK	Canis lupus
XM_856738	BTK	Canis lupus
XM_856712	BTK	Canis lupus
XM_856682	BTK	Canis lupus
XM_856594	BTK	Canis lupus
XM_856534	BTK	Canis lupus
NM_001007798	BTK	Rattus norvegicus
NM_204233	BTK	Gallus gallus
NM_213978	B2M	Sus scrofa
NM_012512	B2M	Rattus norvegicus
NM_001009876	B2M	Felis catus
NM_001009066	B2M	Pan troglodytes
NM_001159768	B2M	Danio rerio
NM_131163	B2M	Danio rerio
XM_535458	B2M	Canis lupus
XM_845055	B2M	Canis lupus
NM_001032984	B2M	Monodelphis domestica
XM_001110696	B2M	Macaca mulatta
NM_001047137	B2M	Macaca mulatta
XM_001110659	B2M	Macaca mulatta
NM_001088531	B2M	Xenopus laevis
NM_001134031	B2M	Pongo abelii
NM_001001750	B2M	Gallus gallus
NM_001082502	B2M	Equus caballus
NM_009735	B2M	Mus musculus
XM_001506775	B2M	Ornithorhynchus anatinus
XM_001515237	B2M	Ornithorhynchus anatinus
NM_001127618	B2M	Ornithorhynchus anatinus
NM_004048	B2M	Homo sapiens
NM_001009284	B2M	Ovis aries
NM_172688	MAP3K7	Mus musculus
NM_009316	MAP3K7	Mus musculus
NM_001090890	MAP3K7	Xenopus laevis
NM_001100261	MAP3K7	Xenopus (Silurana) tropicalis
XM_001160138	MAP3K7	Pan troglodytes
XM_001160486	MAP3K7	Pan troglodytes
XM_001160579	MAP3K7	Pan troglodytes
XM_001160381	MAP3K7	Pan troglodytes
XM_518641	MAP3K7	Pan troglodytes
XM_001160429	MAP3K7	Pan troglodytes
NM_001081595	MAP3K7	Bos taurus
NM_001131145	MAP3K7	Pongo abelii
NM_003188	MAP3K7	Homo sapiens
NM_145331	MAP3K7	Homo sapiens
NM_145332	MAP3K7	Homo sapiens
NM_145333	MAP3K7	Homo sapiens
NM_001114280	MAP3K7	Sus scrofa
NM_001020750	MAP3K7	Danio rerio
XM_001233490	MAP3K7	Gallus gallus
XM_419832	MAP3K7	Gallus gallus
XM_001233503	MAP3K7	Gallus gallus
XM_232855	MAP3K7	Rattus norvegicus
NM_001107920	MAP3K7	Rattus norvegicus
XM_001062961	MAP3K7	Rattus norvegicus
XM_001099849	MAP3K7	Macaca mulatta
XM_001099744	MAP3K7	Macaca mulatta
XM_001099549	MAP3K7	Macaca mulatta
XM_001099238	MAP3K7	Macaca mulatta
XM_001099648	MAP3K7	Macaca mulatta
XM_001099946	MAP3K7	Macaca mulatta
XM_001503786	MAP3K7	Equus caballus
XM_001503785	MAP3K7	Equus caballus
XM_001503783	MAP3K7	Equus caballus
XM_001503780	MAP3K7	Equus caballus
NM_001088629	APP	Xenopus laevis
NM_206343	APP	Drosophila melanogaster
NM_001144466	APP	Drosophila melanogaster
NM_140304	APP	Drosophila melanogaster
NM_001144467	APP	Drosophila melanogaster
NM_001144464	APP	Drosophila melanogaster
NM_001144465	APP	Drosophila melanogaster
NM_204308	APP	Gallus gallus
NM_116472	APP	Arabidopsis thaliana
XM_001104679	APP	Macaca mulatta
XM_001104525	APP	Macaca mulatta
XM_001104368	APP	Macaca mulatta
XM_001104599	APP	Macaca mulatta
XM_001104450	APP	Macaca mulatta
NM_007471	APP	Mus musculus
NM_019288	APP	Rattus norvegicus
NM_001006601	APP	Canis lupus
NM_000484	APP	Homo sapiens
NM_201414	APP	Homo sapiens
NM_001136131	APP	Homo sapiens
NM_201413	APP	Homo sapiens
NM_001136130	APP	Homo sapiens
NM_001136016	APP	Homo sapiens
NM_001136129	APP	Homo sapiens
NM_001013018	APP	Pan troglodytes
NM_214372	APP	Sus scrofa
NM_001005698	APP	Xenopus (Silurana) tropicalis
NM_001133542	APP	Pongo abelii
NM_001076796	APP	Bos taurus
XM_533420	MAP3K5	Canis lupus
NM_005923	MAP3K5	Homo sapiens
NM_001016622	MAP3K5	Xenopus (Silurana) tropicalis
NM_001161750	MAP3K5	Danio rerio
XM_678295	MAP3K5	Danio rerio
XM_001171211	MAP3K5	Pan troglodytes
XM_001171162	MAP3K5	Pan troglodytes
XM_001171196	MAP3K5	Pan troglodytes
XM_001924294	MAP3K5	Sus scrofa
XM_981337	MAP3K5	Mus musculus
NM_008580	MAP3K5	Mus musculus
XM_344798	MAP3K5	Rattus norvegicus
XM_001073260	MAP3K5	Rattus norvegicus
XM_001917390	MAP3K5	Equus caballus
XM_419725	MAP3K5	Gallus gallus
XM_001788672	MAP3K5	Bos taurus
NM_001144081	MAP3K5	Bos taurus
XM_001095631	DIRAS3	Macaca mulatta
XM_001164655	DIRAS3	Pan troglodytes
XM_513477	DIRAS3	Pan troglodytes
NM_001127282	DIRAS3	Ovis aries
NM_001044598	DIRAS3	Sus scrofa
NM_001034215	DIRAS3	Bos taurus
NM_004675	DIRAS3	Homo sapiens
NM_001113900	DIRAS3	Xenopus (Silurana) tropicalis
XM_001084773	FOXF1	Macaca mulatta
XM_414186	FOXF1	Gallus gallus
NM_001451	FOXF1	Homo sapiens
XM_546792	FOXF1	Canis lupus
NM_001090793	FOXF1	Xenopus laevis
XM_603148	FOXF1	Bos taurus
XM_523449	FOXF1	Pan troglodytes
NM_001045761	FOXF1	Xenopus (Silurana) tropicalis
NM_001080186	FOXF1	Danio rerio
XM_544213	MAP3K8	Canis lupus
XM_001494766	MAP3K8	Equus caballus
XM_507725	MAP3K8	Pan troglodytes
XM_001137170	MAP3K8	Pan troglodytes
XM_001137243	MAP3K8	Pan troglodytes
XM_001137077	MAP3K8	Pan troglodytes
XM_001136851	MAP3K8	Pan troglodytes
XM_001137395	MAP3K8	Pan troglodytes
XM_001137315	MAP3K8	Pan troglodytes
NM_005204	MAP3K8	Homo sapiens
NM_053847	MAP3K8	Rattus norvegicus
NM_001099071	MAP3K8	Bos taurus
NM_007746	MAP3K8	Mus musculus
XM_418581	MAP3K8	Gallus gallus
NM_001096471	IKBKAP	Xenopus laevis
NM_001131560	IKBKAP	Pongo abelii
NM_003640	IKBKAP	Homo sapiens
NM_026079	IKBKAP	Mus musculus
NM_001130214	IKBKAP	Xenopus (Silurana) tropicalis
XM_001231707	IKBKAP	Gallus gallus
XM_528384	IKBKAP	Pan troglodytes
XM_001142839	IKBKAP	Pan troglodytes
XM_001142759	IKBKAP	Pan troglodytes
XM_001143066	IKBKAP	Pan troglodytes
NM_080899	IKBKAP	Rattus norvegicus
XM_850184	IKBKAP	Canis lupus
NM_001082655	IKBKAP	Oryctolagus cuniculus
XM_001121830	BSG	Apis mellifera
NM_164789	BSG	Drosophila melanogaster
NM_164788	BSG	Drosophila melanogaster
NM_164790	BSG	Drosophila melanogaster
NM_164783	BSG	Drosophila melanogaster
NM_164782	BSG	Drosophila melanogaster
NM_164785	BSG	Drosophila melanogaster
NM_164784	BSG	Drosophila melanogaster
NM_164787	BSG	Drosophila melanogaster
NM_164786	BSG	Drosophila melanogaster
NM_001082374	BSG	Oryctolagus cuniculus
NM_001016684	BSG	Xenopus (Silurana) tropicalis
NM_001077184	BSG	Mus musculus
NM_009768	BSG	Mus musculus
NM_198142	BSG	Danio rerio
NM_001098795	BSG	Equus caballus
XM_001488110	BSG	Equus caballus
NM_001096135	BSG	Xenopus laevis
NM_001123086	BSG	Sus scrofa
NM_012783	BSG	Rattus norvegicus
NM_001109882	BSG	Rattus norvegicus
XM_001233699	BSG	Gallus gallus
NM_198589	BSG	Homo sapiens
NM_001728	BSG	Homo sapiens
NM_198591	BSG	Homo sapiens
NM_001075904	LRRC6	Bos taurus
XM_001085271	LRRC6	Macaca mulatta
NM_001002311	LRRC6	Danio rerio
XM_418433	LRRC6	Gallus gallus
XM_519965	LRRC6	Pan troglodytes
XM_001135171	LRRC6	Pan troglodytes
NM_019457	LRRC6	Mus musculus
NM_001025659	LRRC6	Rattus norvegicus
NM_001037255	LRRC6	Xenopus (Silurana) tropicalis
NM_012472	LRRC6	Homo sapiens
XM_532335	LRRC6	Canis lupus
XM_857204	LRRC6	Canis lupus
XM_845669	LRRC6	Canis lupus
NM_001087465	C4A	Xenopus laevis
XM_584742	C4A	Bos taurus
NM_001166485	C4A	Bos taurus
XM_973028	C4A	Mus musculus
XM_973068	C4A	Mus musculus
XM_972987	C4A	Mus musculus
NM_011413	C4A	Mus musculus
XM_001475152	C4A	Mus musculus
NM_009780	C4A	Mus musculus
NM_007293	C4A	Homo sapiens
NM_001113684	C4A	Xenopus (Silurana) tropicalis
NM_012540	CYP1A1	Rattus norvegicus
NM_009992	CYP1A1	Mus musculus
NM_001136059	CYP1A1	Mus musculus
NM_205146	CYP1A1	Gallus gallus
NM_001097072	CYP1A1	Xenopus laevis
NM_001129905	CYP1A1	Ovis aries
XM_001091060	CYP1A1	Macaca mulatta
XM_001090822	CYP1A1	Macaca mulatta
NM_001040238	CYP1A1	Macaca mulatta
XM_001090935	CYP1A1	Macaca mulatta
XM_001091184	CYP1A1	Macaca mulatta
XM_588298	CYP1A1	Bos taurus
NM_214412	CYP1A1	Sus scrofa
NM_001097344	CYP1A1	Xenopus (Silurana) tropicalis
XM_001511750	CYP1A1	Ornithorhynchus anatinus
NM_000499	CYP1A1	Homo sapiens
XM_001493909	CYP1A1	Equus caballus
XM_544773	CYP1A1	Canis lupus
NM_001024859	CYP1A1	Felis catus
XM_001373076	CYP1A1	Monodelphis domestica
XM_231692	BRAF	Rattus norvegicus
XM_001070228	BRAF	Rattus norvegicus
XM_532749	BRAF	Canis lupus
NM_139294	BRAF	Mus musculus
NM_004333	BRAF	Homo sapiens
XM_864068	BRAF	Bos taurus
NM_001090057	BRAF	Xenopus laevis
NM_205302	BRAF	Gallus gallus
XM_001496264	BRAF	Equus caballus
NM_001037868	BRAF	Takifugu rubripes
NM_205744	BRAF	Danio rerio
XM_519427	BRAF	Pan troglodytes
XM_001172108	BRAF	Pan troglodytes
XM_001155024	BRAF	Pan troglodytes
XM_001154806	BRAF	Pan troglodytes
XM_001154968	BRAF	Pan troglodytes
NM_025961	GATM	Mus musculus
XM_575224	GATM	Rattus norvegicus
NM_031031	GATM	Rattus norvegicus
NM_001045878	GATM	Bos taurus
NM_001086230	GATM	Xenopus laevis
NM_001482	GATM	Homo sapiens
XM_001111486	GATM	Macaca mulatta
XM_001111604	GATM	Macaca mulatta
XM_001111522	GATM	Macaca mulatta
XM_001111561	GATM	Macaca mulatta
XM_001926591	GATM	Sus scrofa
NM_001128442	GATM	Sus scrofa
NM_001131196	GATM	Pongo abelii
XM_544663	GATM	Canis lupus
NM_203640	GATM	Xenopus (Silurana) tropicalis
NM_204745	GATM	Gallus gallus
NM_199531	GATM	Danio rerio
XM_510373	GATM	Pan troglodytes
XM_001163506	GATM	Pan troglodytes
XM_001163472	GATM	Pan troglodytes
XM_001163621	GATM	Pan troglodytes
XM_001163545	GATM	Pan troglodytes
NM_001002029	C4B	Homo sapiens
XM_001083651	C4B	Macaca mulatta
NM_031504	C4B	Rattus norvegicus
XM_973028	C4B	Mus musculus
XM_973068	C4B	Mus musculus
XM_972987	C4B	Mus musculus
NM_011413	C4B	Mus musculus
XM_001475152	C4B	Mus musculus
NM_009780	C4B	Mus musculus
XM_001162375	C4B	Pan troglodytes
XM_001162297	C4B	Pan troglodytes
XM_001162148	C4B	Pan troglodytes
XM_518370	C4B	Pan troglodytes
XM_001162191	C4B	Pan troglodytes
XM_001162503	C4B	Pan troglodytes
XM_001162459	C4B	Pan troglodytes
XM_001162420	C4B	Pan troglodytes
XM_001162545	C4B	Pan troglodytes
NM_001104697	C4B	Oryzias latipes
XM_001150890	LRRC2	Pan troglodytes
NM_001080311	LRRC2	Bos taurus
NM_001132130	LRRC2	Pongo abelii
XM_923754	LRRC2	Mus musculus
NM_028838	LRRC2	Mus musculus
NM_024750	LRRC2	Homo sapiens
NM_024512	LRRC2	Homo sapiens
NM_001012001	LRRC2	Rattus norvegicus
XM_859331	LRRC2	Canis lupus
XM_533852	LRRC2	Canis lupus
NM_001128484	LRRC2	Sus scrofa
XM_423865	LRRC2	Gallus gallus
NM_003458	BSN	Homo sapiens
XM_001094100	BSN	Macaca mulatta
NM_007567	BSN	Mus musculus
NM_019146	BSN	Rattus norvegicus
XM_541885	BSN	Canis lupus
XM_516463	BSN	Pan troglodytes
NM_001159614	CYP1A2	Sus scrofa
XM_001927822	CYP1A2	Sus scrofa
NM_000761	CYP1A2	Homo sapiens
NM_012541	CYP1A2	Rattus norvegicus
NM_001008720	CYP1A2	Canis lupus
NM_001048013	CYP1A2	Felis catus
NM_001131988	CYP1A2	Pongo abelii
NM_009993	CYP1A2	Mus musculus
XM_591450	CYP1A2	Bos taurus
NM_001099364	CYP1A2	Bos taurus
XM_001257090	CYP1A2	Bos taurus
NM_001025365	MIIP	Mus musculus
NM_021933	MIIP	Homo sapiens
NM_001017450	MIIP	Rattus norvegicus
XM_001235661	MIIP	Gallus gallus
XM_417639	MIIP	Gallus gallus
XM_865814	MIIP	Bos taurus
XM_001143768	MIIP	Pan troglodytes
XM_514396	MIIP	Pan troglodytes
NM_001145656	MIIP	Pan troglodytes
XM_001143688	MIIP	Pan troglodytes
XM_510184	MARK3	Pan troglodytes
XM_001136702	MARK3	Pan troglodytes
XM_001138333	MARK3	Pan troglodytes
XM_001138083	MARK3	Pan troglodytes
XM_001138004	MARK3	Pan troglodytes
XM_001137741	MARK3	Pan troglodytes
XM_001138255	MARK3	Pan troglodytes
XM_001136788	MARK3	Pan troglodytes
XM_001136863	MARK3	Pan troglodytes
XM_001137820	MARK3	Pan troglodytes
XM_001138170	MARK3	Pan troglodytes
XM_001138504	MARK3	Pan troglodytes
XM_001138412	MARK3	Pan troglodytes
XM_001137919	MARK3	Pan troglodytes
XM_001137652	MARK3	Pan troglodytes
XM_001234618	MARK3	Gallus gallus
XM_421385	MARK3	Gallus gallus
NM_001090787	MARK3	Xenopus laevis
XM_614792	MARK3	Bos taurus
NM_130749	MARK3	Rattus norvegicus
XM_002176823	MARK3	Phaeodactylum tricornutum
NM_022801	MARK3	Mus musculus
NM_021516	MARK3	Mus musculus
XM_863559	MARK3	Canis lupus
XM_863557	MARK3	Canis lupus
XM_863556	MARK3	Canis lupus
XM_849625	MARK3	Canis lupus
XM_863564	MARK3	Canis lupus
XM_863554	MARK3	Canis lupus
XM_863529	MARK3	Canis lupus
XM_863561	MARK3	Canis lupus
XM_863552	MARK3	Canis lupus
XM_863560	MARK3	Canis lupus
XM_863551	MARK3	Canis lupus
XM_863563	MARK3	Canis lupus
XM_863562	MARK3	Canis lupus
XM_863540	MARK3	Canis lupus
XM_863530	MARK3	Canis lupus
XM_863526	MARK3	Canis lupus
XM_863531	MARK3	Canis lupus
XM_863545	MARK3	Canis lupus
XM_863542	MARK3	Canis lupus
XM_863534	MARK3	Canis lupus
XM_863535	MARK3	Canis lupus
XM_863549	MARK3	Canis lupus
XM_863537	MARK3	Canis lupus
XM_863547	MARK3	Canis lupus
NM_001128920	MARK3	Homo sapiens
NM_001128921	MARK3	Homo sapiens
NM_002376	MARK3	Homo sapiens
NM_001128919	MARK3	Homo sapiens
NM_001128918	MARK3	Homo sapiens
NM_199885	MARK3	Danio rerio
NM_001095433	BTBD9	Xenopus laevis
NM_172618	BTBD9	Mus musculus
NM_027060	BTBD9	Mus musculus
NM_001008459	BTBD9	Gallus gallus
XM_001790299	BTBD9	Bos taurus
XM_581796	BTBD9	Bos taurus
NM_001128498	BTBD9	Bos taurus
XM_518445	BTBD9	Pan troglodytes
NM_001163832	BTBD9	Danio rerio
XM_001342327	BTBD9	Danio rerio
NM_001002198	BTBD9	Danio rerio
XM_538898	BTBD9	Canis lupus
XM_001117064	BTBD9	Macaca mulatta
NM_001099272	BTBD9	Homo sapiens
NM_052893	BTBD9	Homo sapiens
NM_152733	BTBD9	Homo sapiens
NM_001013073	BTBD9	Rattus norvegicus
NM_001127131	BTBD9	Xenopus (Silurana) tropicalis
NM_013848	ERMAP	Mus musculus
XM_524689	ERMAP	Pan troglodytes
XM_001173119	ERMAP	Pan troglodytes
XM_233453	ERMAP	Rattus norvegicus
XM_001073566	ERMAP	Rattus norvegicus
XM_001089594	ERMAP	Macaca mulatta
XM_001497330	ERMAP	Equus caballus
NM_001017922	ERMAP	Homo sapiens
NM_018538	ERMAP	Homo sapiens
XM_592031	ERMAP	Bos taurus
XM_001488332	MARK2	Equus caballus
NM_001102182	MARK2	Bos taurus
XM_540890	MARK2	Canis lupus
NM_021699	MARK2	Rattus norvegicus
XM_001924013	MARK2	Danio rerio
XM_001115578	MARK2	Macaca mulatta
XM_001115524	MARK2	Macaca mulatta
XM_001115598	MARK2	Macaca mulatta
XM_001115557	MARK2	Macaca mulatta
XM_001115536	MARK2	Macaca mulatta
XM_001115591	MARK2	Macaca mulatta
XM_001115547	MARK2	Macaca mulatta
XM_001115611	MARK2	Macaca mulatta
XM_001115570	MARK2	Macaca mulatta
NM_017490	MARK2	Homo sapiens
NM_001039469	MARK2	Homo sapiens
NM_001163297	MARK2	Homo sapiens
NM_001163296	MARK2	Homo sapiens
NM_001039468	MARK2	Homo sapiens
NM_004954	MARK2	Homo sapiens
NM_001080389	MARK2	Mus musculus
NM_001080388	MARK2	Mus musculus
NM_007928	MARK2	Mus musculus
NM_001080390	MARK2	Mus musculus
NM_001088923	MARK2	Xenopus laevis
NM_001030369	MARK2	Xenopus (Silurana) tropicalis
NM_021991	JUP	Homo sapiens
NM_002230	JUP	Homo sapiens
NM_204049	JUP	Xenopus (Silurana) tropicalis
NM_001089007	JUP	Xenopus laevis
NM_131177	JUP	Danio rerio
XM_856504	JUP	Canis lupus
XM_856381	JUP	Canis lupus
XM_856473	JUP	Canis lupus
XM_856562	JUP	Canis lupus
XM_845346	JUP	Canis lupus
XM_537642	JUP	Canis lupus
XM_856591	JUP	Canis lupus
XM_856443	JUP	Canis lupus
XM_856625	JUP	Canis lupus
XM_856417	JUP	Canis lupus
NM_001004024	JUP	Bos taurus
NM_214323	JUP	Sus scrofa
NM_010593	JUP	Mus musculus
NM_031047	JUP	Rattus norvegicus
XM_511593	DCAF7	Pan troglodytes
NM_200069	DCAF7	Danio rerio
NM_027946	DCAF7	Mus musculus
NM_001087389	DCAF7	Xenopus laevis
XM_848233	DCAF7	Canis lupus
