Transcript ID	Gene Symbol	Organism
XM_856945	APEH	Canis lupus
XM_857055	APEH	Canis lupus
XM_857028	APEH	Canis lupus
XM_857002	APEH	Canis lupus
XM_857081	APEH	Canis lupus
NM_001083431	APEH	Bos taurus
NM_200990	HDAC3	Danio rerio
NM_001016883	HDAC3	Xenopus (Silurana) tropicalis
XM_868478	HDAC3	Bos taurus
NM_053448	HDAC3	Rattus norvegicus
NM_143721	HDAC3	Drosophila melanogaster
XM_395811	HDAC3	Apis mellifera
NM_003883	HDAC3	Homo sapiens
NM_001132096	HDAC3	Pongo abelii
NM_010411	HDAC3	Mus musculus
NM_204747	HDAC3	Gallus gallus
NM_080782	CDKN1A	Rattus norvegicus
NM_001098958	CDKN1A	Bos taurus
XM_001923789	CDKN1A	Danio rerio
NM_001094464	CDKN1A	Xenopus laevis
XM_001157015	CDKN1A	Pan troglodytes
NM_001161880	CDKN1A	Ovis aries
NM_007669	CDKN1A	Mus musculus
NM_001111099	CDKN1A	Mus musculus
NM_078467	CDKN1A	Homo sapiens
NM_000389	CDKN1A	Homo sapiens
XM_532125	CDKN1A	Canis lupus
NM_001009865	CDKN1A	Felis catus
NM_001017959	LAMP2	Mus musculus
NM_010685	LAMP2	Mus musculus
NM_001139810	LAMP2	Salmo salar
NM_001013533	LAMP2	Danio rerio
NM_001122720	LAMP2	Xenopus (Silurana) tropicalis
NM_001094412	LAMP2	Xenopus laevis
NM_001001749	LAMP2	Gallus gallus
XM_001084005	LAMP2	Macaca mulatta
NM_001113244	LAMP2	Bos taurus
NM_001034570	LAMP2	Bos taurus
XM_846792	LAMP2	Canis lupus
XM_859497	LAMP2	Canis lupus
XM_859449	LAMP2	Canis lupus
XM_538159	LAMP2	Canis lupus
NM_002294	LAMP2	Homo sapiens
NM_013995	LAMP2	Homo sapiens
NM_001122606	LAMP2	Homo sapiens
NM_017068	LAMP2	Rattus norvegicus
XM_001068451	ATF3	Rattus norvegicus
NM_012912	ATF3	Rattus norvegicus
XM_847382	ATF3	Canis lupus
XM_524528	ATF3	Pan troglodytes
NM_001094018	ATF3	Xenopus laevis
XM_419429	ATF3	Gallus gallus
NM_007498	ATF3	Mus musculus
XM_001107862	ATF3	Macaca mulatta
XM_001108099	ATF3	Macaca mulatta
XM_001107982	ATF3	Macaca mulatta
XM_001107925	ATF3	Macaca mulatta
XM_001108033	ATF3	Macaca mulatta
NM_200964	ATF3	Danio rerio
NM_001146674	ATF3	Salmo salar
NM_001674	ATF3	Homo sapiens
NM_001030287	ATF3	Homo sapiens
NM_001040619	ATF3	Homo sapiens
NM_004024	ATF3	Homo sapiens
NM_001046193	ATF3	Bos taurus
NM_001078190	ATF3	Ciona intestinalis
XM_001085433	CDKN1B	Macaca mulatta
NM_001100346	CDKN1B	Bos taurus
NM_009875	CDKN1B	Mus musculus
NM_214316	CDKN1B	Sus scrofa
NM_031762	CDKN1B	Rattus norvegicus
NM_001009870	CDKN1B	Felis catus
NM_212792	CDKN1B	Danio rerio
NM_001002957	CDKN1B	Canis lupus
XM_522347	CDKN1B	Pan troglodytes
NM_004064	CDKN1B	Homo sapiens
XM_001383215	COA5	Pichia stipitis
NM_001101426	ISPD	Homo sapiens
NM_001101417	ISPD	Homo sapiens
NM_126305	ISPD	Arabidopsis thaliana
NM_001016240	ISPD	Xenopus (Silurana) tropicalis
NM_178629	ISPD	Mus musculus
XM_418693	ISPD	Gallus gallus
NM_024132	FAAH	Rattus norvegicus
NM_001097731	FAAH	Xenopus laevis
XM_539627	FAAH	Canis lupus
NM_001099102	FAAH	Bos taurus
NM_001441	FAAH	Homo sapiens
XM_422450	FAAH	Gallus gallus
NM_213914	FAAH	Sus scrofa
XM_001916136	FAAH	Equus caballus
NM_001109825	FAAH	Danio rerio
NM_010173	FAAH	Mus musculus
NM_001110293	FAAH	Bombyx mori
XM_001161301	FAAH	Pan troglodytes
XM_001161208	FAAH	Pan troglodytes
XM_513142	FAAH	Pan troglodytes
NM_178134	CYP4Z1	Homo sapiens
XM_001083510	DYRK1A	Macaca mulatta
XM_001083390	DYRK1A	Macaca mulatta
XM_001083622	DYRK1A	Macaca mulatta
XM_001083146	DYRK1A	Macaca mulatta
XM_001083259	DYRK1A	Macaca mulatta
NM_204550	DYRK1A	Gallus gallus
NM_001113389	DYRK1A	Mus musculus
NM_007890	DYRK1A	Mus musculus
XM_514894	DYRK1A	Pan troglodytes
XM_001170273	DYRK1A	Pan troglodytes
XM_001170251	DYRK1A	Pan troglodytes
XM_001170292	DYRK1A	Pan troglodytes
XM_001170230	DYRK1A	Pan troglodytes
XM_001170213	DYRK1A	Pan troglodytes
XM_001170353	DYRK1A	Pan troglodytes
XM_612233	DYRK1A	Bos taurus
XM_001250005	DYRK1A	Bos taurus
NM_012791	DYRK1A	Rattus norvegicus
XM_854233	DYRK1A	Canis lupus
XM_854194	DYRK1A	Canis lupus
XM_854154	DYRK1A	Canis lupus
XM_854074	DYRK1A	Canis lupus
XM_854113	DYRK1A	Canis lupus
XM_844487	DYRK1A	Canis lupus
XM_544880	DYRK1A	Canis lupus
NM_001163197	DYRK1A	Xenopus laevis
XM_001495422	DYRK1A	Equus caballus
XM_001495347	DYRK1A	Equus caballus
NM_001078812	DYRK1A	Xenopus (Silurana) tropicalis
NM_001396	DYRK1A	Homo sapiens
NM_130437	DYRK1A	Homo sapiens
NM_130438	DYRK1A	Homo sapiens
NM_130436	DYRK1A	Homo sapiens
NM_101395	DYRK1A	Homo sapiens
NM_000680	ADRA1A	Homo sapiens
NM_033302	ADRA1A	Homo sapiens
NM_033304	ADRA1A	Homo sapiens
NM_033303	ADRA1A	Homo sapiens
NM_017191	ADRA1A	Rattus norvegicus
NM_174498	ADRA1A	Bos taurus
NM_001124653	ADRA1A	Oncorhynchus mykiss
XM_001108664	ADRA1A	Macaca mulatta
NM_001114733	ADRA1A	Macaca mulatta
NM_001123072	ADRA1A	Sus scrofa
XM_534567	ADRA1A	Canis lupus
XM_852776	ADRA1A	Canis lupus
NM_001082380	ADRA1A	Oryctolagus cuniculus
NM_013461	ADRA1A	Mus musculus
XM_547785	FBXO33	Canis lupus
XM_845904	FBXO33	Canis lupus
NM_001096128	FBXO33	Xenopus laevis
NM_001142195	FBXO33	Xenopus (Silurana) tropicalis
XM_001493121	FBXO33	Equus caballus
NM_001108023	FBXO33	Rattus norvegicus
XM_234205	FBXO33	Rattus norvegicus
XM_001076151	FBXO33	Rattus norvegicus
XM_590774	FBXO33	Bos taurus
NM_001033156	FBXO33	Mus musculus
XM_426443	FBXO33	Gallus gallus
XM_001149215	FBXO33	Pan troglodytes
NM_203301	FBXO33	Homo sapiens
XM_001093383	FBXO33	Macaca mulatta
XM_234063	HDAC9	Rattus norvegicus
NM_001085838	HDAC9	Xenopus laevis
NM_001133046	HDAC9	Pongo abelii
NM_024124	HDAC9	Mus musculus
NM_014707	HDAC9	Homo sapiens
NM_178423	HDAC9	Homo sapiens
NM_178425	HDAC9	Homo sapiens
NM_058176	HDAC9	Homo sapiens
NM_058177	HDAC9	Homo sapiens
NM_001030981	HDAC9	Gallus gallus
XM_001234694	HDAC9	Gallus gallus
NM_027382	HDAC8	Mus musculus
NM_001166420	HDAC8	Homo sapiens
NM_018486	HDAC8	Homo sapiens
NM_001166422	HDAC8	Homo sapiens
NM_001166418	HDAC8	Homo sapiens
NM_001166448	HDAC8	Homo sapiens
NM_001166419	HDAC8	Homo sapiens
XM_612570	HDAC8	Bos taurus
NM_001076231	HDAC8	Bos taurus
NM_213431	HDAC8	Danio rerio
NM_001126373	HDAC8	Rattus norvegicus
XM_343804	HDAC8	Rattus norvegicus
XM_001070606	HDAC8	Rattus norvegicus
NM_001092242	HDAC8	Xenopus laevis
NM_001126990	HDAC8	Xenopus (Silurana) tropicalis
XM_420178	HDAC8	Gallus gallus
NM_199775	HDAC6	Danio rerio
XM_688766	HDAC6	Danio rerio
NM_001130416	HDAC6	Mus musculus
NM_010413	HDAC6	Mus musculus
XM_001121726	HDAC6	Apis mellifera
NM_001169289	HDAC6	Drosophila melanogaster
NM_167436	HDAC6	Drosophila melanogaster
NM_167437	HDAC6	Drosophila melanogaster
NM_132789	HDAC6	Drosophila melanogaster
NM_001098960	HDAC6	Bos taurus
NM_001087017	HDAC6	Xenopus laevis
NM_006044	HDAC6	Homo sapiens
XM_001063596	HDAC6	Rattus norvegicus
XM_001057931	HDAC6	Rattus norvegicus
NM_001109375	HDAC6	Rattus norvegicus
XM_228753	HDAC6	Rattus norvegicus
XM_001053996	HDAC6	Rattus norvegicus
XM_001925351	ATP7B	Sus scrofa
XM_417073	ATP7B	Gallus gallus
NM_007511	ATP7B	Mus musculus
XM_001103242	ATP7B	Macaca mulatta
XM_694903	ATP7B	Danio rerio
NM_012511	ATP7B	Rattus norvegicus
XM_596258	ATP7B	Bos taurus
NM_000053	ATP7B	Homo sapiens
NM_001005918	ATP7B	Homo sapiens
NM_001009732	ATP7B	Ovis aries
NM_001040123	HSFY1	Felis catus
NM_152584	HSFY1	Homo sapiens
NM_033108	HSFY1	Homo sapiens
NM_001001877	HSFY1	Homo sapiens
NM_153716	HSFY1	Homo sapiens
NM_001137626	E2F3	Rattus norvegicus
XM_214476	E2F3	Rattus norvegicus
NM_001011109	E2F3	Xenopus (Silurana) tropicalis
NM_001088517	E2F3	Xenopus laevis
XM_418915	E2F3	Gallus gallus
XM_545361	E2F3	Canis lupus
NM_010093	E2F3	Mus musculus
NM_129160	E2F3	Arabidopsis thaliana
NM_201882	E2F3	Arabidopsis thaliana
NM_201881	E2F3	Arabidopsis thaliana
NM_001949	E2F3	Homo sapiens
XM_614932	E2F3	Bos taurus
NM_014214	IMPA2	Homo sapiens
NM_053261	IMPA2	Mus musculus
XM_512020	IMPA2	Pan troglodytes
XM_588401	IMPA2	Bos taurus
NM_172224	IMPA2	Rattus norvegicus
XM_001236076	IMPA2	Gallus gallus
XM_419118	IMPA2	Gallus gallus
XM_845936	IMPA2	Canis lupus
NM_001114798	IMPA2	Xenopus laevis
XM_001096318	IMPA2	Macaca mulatta
XM_001096082	IMPA2	Macaca mulatta
NM_001160581	IMPA1	Oncorhynchus mykiss
XM_418310	IMPA1	Gallus gallus
NM_001017057	IMPA1	Xenopus (Silurana) tropicalis
NM_001134091	IMPA1	Pongo abelii
NM_001002745	IMPA1	Danio rerio
XM_001340700	IMPA1	Danio rerio
NM_018864	IMPA1	Mus musculus
XM_001092711	IMPA1	Macaca mulatta
XM_001092596	IMPA1	Macaca mulatta
NM_005536	IMPA1	Homo sapiens
NM_001144878	IMPA1	Homo sapiens
NM_001144879	IMPA1	Homo sapiens
XM_535114	IMPA1	Canis lupus
XM_001168721	IMPA1	Pan troglodytes
XM_001168801	IMPA1	Pan troglodytes
XM_001168637	IMPA1	Pan troglodytes
XM_001168579	IMPA1	Pan troglodytes
XM_001168660	IMPA1	Pan troglodytes
XM_001168744	IMPA1	Pan troglodytes
XM_001168774	IMPA1	Pan troglodytes
XM_001168821	IMPA1	Pan troglodytes
NM_214216	IMPA1	Sus scrofa
NM_001092654	IMPA1	Xenopus laevis
NM_174361	IMPA1	Bos taurus
XM_001055877	IMPA1	Rattus norvegicus
NM_032057	IMPA1	Rattus norvegicus
NM_001168980	LRRC8A	Papio anubis
XM_548430	LRRC8A	Canis lupus
XM_856326	LRRC8A	Canis lupus
NM_001094518	LRRC8A	Xenopus laevis
XM_001109658	LRRC8A	Macaca mulatta
XM_001109606	LRRC8A	Macaca mulatta
XM_001109553	LRRC8A	Macaca mulatta
XM_001109365	LRRC8A	Macaca mulatta
XM_001109419	LRRC8A	Macaca mulatta
XM_001109698	LRRC8A	Macaca mulatta
XM_001109455	LRRC8A	Macaca mulatta
XM_001161421	LRRC8A	Pan troglodytes
XM_520301	LRRC8A	Pan troglodytes
XM_001160980	LRRC8A	Pan troglodytes
XM_001161066	LRRC8A	Pan troglodytes
XM_001161463	LRRC8A	Pan troglodytes
XM_001161339	LRRC8A	Pan troglodytes
XM_001161238	LRRC8A	Pan troglodytes
XM_001161282	LRRC8A	Pan troglodytes
XM_001161153	LRRC8A	Pan troglodytes
XM_001161026	LRRC8A	Pan troglodytes
XM_001161381	LRRC8A	Pan troglodytes
NM_177725	LRRC8A	Mus musculus
NM_001029949	LRRC8A	Danio rerio
XM_001918903	LRRC8A	Danio rerio
XM_415484	LRRC8A	Gallus gallus
NM_001076807	LRRC8A	Bos taurus
NM_001127244	LRRC8A	Homo sapiens
NM_001127245	LRRC8A	Homo sapiens
NM_019594	LRRC8A	Homo sapiens
NM_001024782	LRRC8A	Rattus norvegicus
NM_001133454	ATL1	Pongo abelii
XM_695553	ATL1	Danio rerio
NM_001145700	ATL1	Danio rerio
XM_001155661	ATL1	Pan troglodytes
XM_522849	ATL1	Pan troglodytes
XM_001155958	ATL1	Pan troglodytes
XM_001155779	ATL1	Pan troglodytes
XM_001156076	ATL1	Pan troglodytes
XM_001155897	ATL1	Pan troglodytes
XM_001155836	ATL1	Pan troglodytes
XM_001155724	ATL1	Pan troglodytes
NM_001034631	ATL1	Bos taurus
XM_001478910	ATL1	Mus musculus
NM_178628	ATL1	Mus musculus
XM_001475450	ATL1	Mus musculus
XM_858769	ATL1	Canis lupus
XM_846369	ATL1	Canis lupus
XM_858748	ATL1	Canis lupus
XM_537440	ATL1	Canis lupus
NM_001078754	ATL1	Xenopus (Silurana) tropicalis
NM_015915	ATL1	Homo sapiens
NM_181598	ATL1	Homo sapiens
NM_001127713	ATL1	Homo sapiens
NM_001020287	ATL1	Schizosaccharomyces pombe
NM_001009831	ATL1	Rattus norvegicus
XM_531895	HINT1	Canis lupus
XM_845874	HINT1	Canis lupus
NM_204689	HINT1	Gallus gallus
NM_001093724	HINT1	Xenopus laevis
NM_022192	HINT1	Rattus norvegicus
XM_001074494	HINT1	Rattus norvegicus
XM_001073678	HINT1	Rattus norvegicus
NM_001109607	HINT1	Rattus norvegicus
NM_005340	HINT1	Homo sapiens
NM_001131229	HINT1	Pongo abelii
NM_008248	HINT1	Mus musculus
XM_002191569	HINT1	Taeniopygia guttata
NM_001145560	HINT1	Taeniopygia guttata
XM_517911	HINT1	Pan troglodytes
NM_001082623	HINT1	Oryctolagus cuniculus
NM_001141156	HINT1	Salmo salar
XM_001099859	HINT1	Macaca mulatta
NM_001016165	HINT1	Xenopus (Silurana) tropicalis
NM_001132517	GABBR1	Pongo abelii
NM_031028	GABBR1	Rattus norvegicus
NM_001113819	GABBR1	Xenopus (Silurana) tropicalis
NM_001098963	GABBR1	Bos taurus
NM_001163275	GABBR1	Bos taurus
XM_545462	GABBR1	Canis lupus
NM_001123114	GABBR1	Sus scrofa
NM_001470	GABBR1	Homo sapiens
NM_021904	GABBR1	Homo sapiens
NM_021905	GABBR1	Homo sapiens
NM_021903	GABBR1	Homo sapiens
NM_019439	GABBR1	Mus musculus
XM_001110194	GABBR2	Macaca mulatta
XM_419066	GABBR2	Gallus gallus
XM_595204	GABBR2	Bos taurus
NM_005458	GABBR2	Homo sapiens
XM_538749	GABBR2	Canis lupus
XM_001473573	GABBR2	Mus musculus
NM_001081141	GABBR2	Mus musculus
XM_520146	GABBR2	Pan troglodytes
NM_001016007	GABBR2	Xenopus (Silurana) tropicalis
NM_031802	GABBR2	Rattus norvegicus
NM_000200	HTN3	Homo sapiens
NM_006120	HLA-DMA	Homo sapiens
XM_856479	HLA-DMA	Canis lupus
XM_538853	HLA-DMA	Canis lupus
NM_001048099	HLA-DMA	Canis lupus
XM_527830	CYP3A43	Pan troglodytes
XM_001142753	CYP3A43	Pan troglodytes
NM_057096	CYP3A43	Homo sapiens
NM_022820	CYP3A43	Homo sapiens
NM_057095	CYP3A43	Homo sapiens
XM_001098213	CYP3A43	Macaca mulatta
NM_001127630	CYP3A43	Macaca mulatta
NM_001043447	CAT	Bombyx mori
NM_130912	CAT	Danio rerio
NM_009804	CAT	Mus musculus
NM_214301	CAT	Sus scrofa
NM_012520	CAT	Rattus norvegicus
NM_001035386	CAT	Bos taurus
NM_001131267	CAT	Pongo abelii
XM_508362	CAT	Pan troglodytes
XM_001147928	CAT	Pan troglodytes
XM_001147867	CAT	Pan troglodytes
NM_001002984	CAT	Canis lupus
XM_001115579	CAT	Macaca mulatta
XM_001115625	CAT	Macaca mulatta
NM_001016716	CAT	Xenopus (Silurana) tropicalis
NM_001095194	CAT	Xenopus laevis
NM_080483	CAT	Drosophila melanogaster
NM_001752	CAT	Homo sapiens
NM_001075551	ACAD8	Bos taurus
XM_001083487	ACAD8	Macaca mulatta
XM_417879	ACAD8	Gallus gallus
NM_201155	ACAD8	Danio rerio
XM_508872	ACAD8	Pan troglodytes
NM_025862	ACAD8	Mus musculus
XM_536524	ACAD8	Canis lupus
NM_001086445	ACAD8	Xenopus laevis
NM_014384	ACAD8	Homo sapiens
NM_001078076	ACAD9	Bos taurus
NM_001015788	ACAD9	Xenopus (Silurana) tropicalis
XM_001489245	ACAD9	Equus caballus
NM_014049	ACAD9	Homo sapiens
NM_001093424	ACAD9	Xenopus laevis
NM_172678	ACAD9	Mus musculus
XM_533725	ACAD9	Canis lupus
XM_852811	ACAD9	Canis lupus
XM_852851	ACAD9	Canis lupus
XM_001096856	ACAD9	Macaca mulatta
XM_001096530	ACAD9	Macaca mulatta
XM_001139669	ACAD9	Pan troglodytes
XM_001140184	ACAD9	Pan troglodytes
XM_001139761	ACAD9	Pan troglodytes
XM_001140269	ACAD9	Pan troglodytes
XM_516734	ACAD9	Pan troglodytes
XM_001139588	ACAD9	Pan troglodytes
XM_001139516	ACAD9	Pan troglodytes
XM_001061665	ACAD9	Rattus norvegicus
XM_574921	ACAD9	Rattus norvegicus
XM_001059349	ACAD9	Rattus norvegicus
NM_181768	ACAD9	Rattus norvegicus
XM_001061715	ACAD9	Rattus norvegicus
NM_001006136	ACAD9	Gallus gallus
XM_001501587	IMPDH1	Equus caballus
XM_001063757	IMPDH1	Rattus norvegicus
XM_342650	IMPDH1	Rattus norvegicus
NM_001108619	IMPDH1	Rattus norvegicus
NM_001087323	IMPDH1	Xenopus laevis
NM_001017283	IMPDH1	Xenopus (Silurana) tropicalis
NM_001102605	IMPDH1	Homo sapiens
NM_001142576	IMPDH1	Homo sapiens
NM_001142575	IMPDH1	Homo sapiens
NM_001142574	IMPDH1	Homo sapiens
NM_183243	IMPDH1	Homo sapiens
NM_001142573	IMPDH1	Homo sapiens
NM_000883	IMPDH1	Homo sapiens
NM_011829	IMPDH1	Mus musculus
XM_845906	IMPDH1	Canis lupus
NM_001077841	IMPDH1	Bos taurus
NM_174503	APLN	Bos taurus
NM_013912	APLN	Mus musculus
NM_017413	APLN	Homo sapiens
XM_001144812	APLN	Pan troglodytes
NM_031612	APLN	Rattus norvegicus
XM_849169	APLN	Canis lupus
XM_001338793	APLN	Danio rerio
NM_001166124	APLN	Danio rerio
NM_001097924	APLN	Xenopus laevis
NM_001171675	APLN	Xenopus (Silurana) tropicalis
XM_001110855	IMPDH2	Macaca mulatta
XM_001110813	IMPDH2	Macaca mulatta
XM_001110690	IMPDH2	Macaca mulatta
XM_001110769	IMPDH2	Macaca mulatta
XM_001110652	IMPDH2	Macaca mulatta
XM_001110506	IMPDH2	Macaca mulatta
NM_001141686	IMPDH2	Salmo salar
XM_516452	IMPDH2	Pan troglodytes
NM_000884	IMPDH2	Homo sapiens
NM_201464	IMPDH2	Danio rerio
NM_001088941	IMPDH2	Xenopus laevis
NM_199099	IMPDH2	Rattus norvegicus
NM_001030601	IMPDH2	Gallus gallus
NM_001008065	IMPDH2	Xenopus (Silurana) tropicalis
XM_001478153	IMPDH2	Mus musculus
NM_011830	IMPDH2	Mus musculus
NM_001034416	IMPDH2	Bos taurus
XM_857805	IMPDH2	Canis lupus
XM_857781	IMPDH2	Canis lupus
XM_845840	IMPDH2	Canis lupus
XM_857717	IMPDH2	Canis lupus
XM_857742	IMPDH2	Canis lupus
XM_857666	IMPDH2	Canis lupus
XM_533835	IMPDH2	Canis lupus
XM_857642	IMPDH2	Canis lupus
XM_857690	IMPDH2	Canis lupus
NM_001082821	ATPAF2	Danio rerio
NM_203705	ATPAF2	Xenopus (Silurana) tropicalis
NM_001096591	ATPAF2	Xenopus laevis
XM_001092786	ATPAF2	Macaca mulatta
XM_001092551	ATPAF2	Macaca mulatta
XM_001158935	ATPAF2	Pan troglodytes
XM_001159122	ATPAF2	Pan troglodytes
XM_511318	ATPAF2	Pan troglodytes
NM_145427	ATPAF2	Mus musculus
XM_001479644	ATPAF2	Mus musculus
NM_145691	ATPAF2	Homo sapiens
XM_414815	ATPAF2	Gallus gallus
XM_220522	ATPAF2	Rattus norvegicus
XM_001075912	ATPAF2	Rattus norvegicus
NM_001107006	ATPAF2	Rattus norvegicus
NM_001075623	ATPAF2	Bos taurus
XM_546658	ATPAF2	Canis lupus
NM_213089	ACADM	Danio rerio
NM_213010	ACADM	Danio rerio
XM_001100913	ACADM	Macaca mulatta
XM_001101274	ACADM	Macaca mulatta
XM_001101187	ACADM	Macaca mulatta
NM_001075235	ACADM	Bos taurus
XM_001249973	ACADM	Bos taurus
NM_001093163	ACADM	Xenopus laevis
NM_000016	ACADM	Homo sapiens
NM_001127328	ACADM	Homo sapiens
XM_524741	ACADM	Pan troglodytes
NM_001110816	ACADM	Pan troglodytes
XM_547328	ACADM	Canis lupus
NM_016986	ACADM	Rattus norvegicus
NM_001139636	ACADM	Salmo salar
NM_007382	ACADM	Mus musculus
NM_214039	ACADM	Sus scrofa
NM_001142870	ACADS	Nasonia vitripennis
NM_001003743	ACADS	Danio rerio
XM_001920682	ACADS	Danio rerio
NM_001034401	ACADS	Bos taurus
NM_001131952	ACADS	Pongo abelii
NM_007383	ACADS	Mus musculus
NM_001006193	ACADS	Gallus gallus
NM_203938	ACADS	Xenopus (Silurana) tropicalis
NM_001087400	ACADS	Xenopus laevis
NM_022512	ACADS	Rattus norvegicus
NM_000017	ACADS	Homo sapiens
NM_213898	ACADS	Sus scrofa
XM_001162899	ACADS	Pan troglodytes
XM_001162935	ACADS	Pan troglodytes
XM_534712	ACADS	Canis lupus
XM_001091115	ACADS	Macaca mulatta
XM_001090996	ACADS	Macaca mulatta
XM_001914845	ACADS	Equus caballus
XM_533275	DDB1	Canis lupus
XM_508472	DDB1	Pan troglodytes
NM_001923	DDB1	Homo sapiens
NM_171995	DDB1	Rattus norvegicus
NM_001090155	DDB1	Xenopus laevis
NM_015735	DDB1	Mus musculus
NM_001080262	DDB1	Bos taurus
NM_001019012	DDB1	Schizosaccharomyces pombe
XM_001702442	DDB1	Chlamydomonas reinhardtii
XM_001082958	DDB1	Macaca mulatta
NM_001133141	DDB1	Pongo abelii
XM_002182886	DDB1	Phaeodactylum tricornutum
NM_001113950	DDB1	Xenopus (Silurana) tropicalis
NM_204216	DDB1	Gallus gallus
XM_001233067	DDB1	Gallus gallus
XM_001235512	DDB1	Gallus gallus
XM_001499608	GAN	Equus caballus
NM_001016530	GAN	Xenopus (Silurana) tropicalis
XM_546814	GAN	Canis lupus
XM_428110	GAN	Gallus gallus
XM_226517	GAN	Rattus norvegicus
NM_001107434	GAN	Rattus norvegicus
XM_001078420	GAN	Rattus norvegicus
NM_022041	GAN	Homo sapiens
NM_001081151	GAN	Mus musculus
XM_001142931	GAN	Pan troglodytes
NM_001099015	GAN	Bos taurus
NM_001094112	GAN	Xenopus laevis
XM_001492827	EDAR	Equus caballus
NM_001006819	EDAR	Xenopus (Silurana) tropicalis
NM_001012611	EDAR	Gallus gallus
XM_001139513	EDAR	Pan troglodytes
XM_001139583	EDAR	Pan troglodytes
XM_001084259	EDAR	Macaca mulatta
NM_022336	EDAR	Homo sapiens
NM_001104759	EDAR	Oryzias latipes
XM_345109	EDAR	Rattus norvegicus
XM_001053577	EDAR	Rattus norvegicus
NM_001087047	EDAR	Xenopus laevis
NM_001115064	EDAR	Danio rerio
NM_010100	EDAR	Mus musculus
XM_538426	EDAR	Canis lupus
NM_001608	ACADL	Homo sapiens
NM_001045785	ACADL	Xenopus (Silurana) tropicalis
NM_001093365	ACADL	Xenopus laevis
NM_012819	ACADL	Rattus norvegicus
NM_001076936	ACADL	Bos taurus
NM_201181	ACADL	Danio rerio
NM_007381	ACADL	Mus musculus
NM_001006511	ACADL	Gallus gallus
XM_536053	ACADL	Canis lupus
XM_516063	ACADL	Pan troglodytes
NM_213897	ACADL	Sus scrofa
NM_011796	CAPN10	Mus musculus
XM_001256354	CAPN10	Bos taurus
NM_001044529	CAPN10	Sus scrofa
NM_023083	CAPN10	Homo sapiens
NM_021251	CAPN10	Homo sapiens
NM_023085	CAPN10	Homo sapiens
NM_023089	CAPN10	Homo sapiens
XM_422752	CAPN10	Gallus gallus
NM_031673	CAPN10	Rattus norvegicus
XM_843215	CAPN10	Canis lupus
XM_850683	CAPN10	Canis lupus
XM_001068426	HOXC13	Rattus norvegicus
XM_235695	HOXC13	Rattus norvegicus
NM_010464	HOXC13	Mus musculus
XM_001235165	HOXC13	Gallus gallus
XM_001107932	HOXC13	Macaca mulatta
XM_851433	HOXC13	Canis lupus
XM_851676	HOXC13	Canis lupus
XM_851512	HOXC13	Canis lupus
XM_851632	HOXC13	Canis lupus
XM_851554	HOXC13	Canis lupus
XM_851475	HOXC13	Canis lupus
XM_851714	HOXC13	Canis lupus
XM_851594	HOXC13	Canis lupus
XM_543629	HOXC13	Canis lupus
NM_017410	HOXC13	Homo sapiens
XM_522408	HOXC13	Pan troglodytes
NM_001083490	HOXC13	Bos taurus
XM_001088977	CA8	Macaca mulatta
NM_001083690	CA8	Bos taurus
XM_001331049	CA8	Danio rerio
NM_001017571	CA8	Danio rerio
XM_426093	CA8	Gallus gallus
XM_419221	CA8	Gallus gallus
XM_544094	CA8	Canis lupus
NM_001011213	CA8	Xenopus (Silurana) tropicalis
NM_004056	CA8	Homo sapiens
XM_519778	CA8	Pan troglodytes
NM_028119	DDB2	Mus musculus
XM_001167678	DDB2	Pan troglodytes
XM_508407	DDB2	Pan troglodytes
XM_001167785	DDB2	Pan troglodytes
XM_001167721	DDB2	Pan troglodytes
XM_001167874	DDB2	Pan troglodytes
XM_001167838	DDB2	Pan troglodytes
NM_000107	DDB2	Homo sapiens
NM_125263	DDB2	Arabidopsis thaliana
NM_001075788	DDB2	Bos taurus
NM_001083061	DDB2	Danio rerio
XM_001693493	DDB2	Chlamydomonas reinhardtii
XM_001109885	DDB2	Macaca mulatta
XM_001109656	DDB2	Macaca mulatta
XM_001109935	DDB2	Macaca mulatta
XM_001109796	DDB2	Macaca mulatta
XM_001109840	DDB2	Macaca mulatta
NM_001039301	DDB2	Gallus gallus
XM_540746	DDB2	Canis lupus
NM_001008202	DDB2	Xenopus (Silurana) tropicalis
NM_173913	GAA	Bos taurus
NM_000152	GAA	Homo sapiens
NM_001079803	GAA	Homo sapiens
NM_001079804	GAA	Homo sapiens
NM_199118	GAA	Rattus norvegicus
XM_001921922	GAA	Danio rerio
NM_001159324	GAA	Mus musculus
NM_008064	GAA	Mus musculus
NM_001132912	GAA	Pongo abelii
XM_001232640	GAA	Gallus gallus
XM_845556	GAA	Canis lupus
XM_001160312	GAA	Pan troglodytes
XM_001160712	GAA	Pan troglodytes
XM_511723	GAA	Pan troglodytes
XM_001160653	GAA	Pan troglodytes
XM_001160562	GAA	Pan troglodytes
XM_001109939	GAA	Macaca mulatta
XM_001110024	GAA	Macaca mulatta
XM_001109980	GAA	Macaca mulatta
NM_001086319	CA4	Xenopus laevis
XM_511616	CA4	Pan troglodytes
XM_001140977	CA4	Pan troglodytes
XM_001107970	CA4	Macaca mulatta
XM_415893	CA4	Gallus gallus
XM_537711	CA4	Canis lupus
NM_000717	CA4	Homo sapiens
NM_173897	CA4	Bos taurus
NM_001124487	CA4	Oncorhynchus mykiss
